cohort,pool,n_held_out,n_cells_mature,candidate,null_rejection,null_rejection_mcse,null_stream_min,null_stream_max,null_abstention_rate,null_median_width,n_scored_null,discrimination,discrimination_mcse,draw_reference_inclusion,draw_reference_inclusion_mcse,alt_abstention_rate,alt_median_width,n_scored_alt,width_ratio_vs_percentile,baseline_discrimination,source_verdict,interval_object
kul3,pooled,2,50,studentised,0.325,0.010473180032826705,0.2975,0.345,0.0,3.935032912097471,2000,0.4875,0.011176845485198405,0.834,0.008319975961503736,0.0,2.5405588646862234,2000,1.2263134473330353,0.495,fails_null,within_patient_over_cells
kul3,pooled,2,50,welch_t,0.3095,0.010337063170939801,0.2825,0.335,0.0,3.3086504007844146,2000,0.495,0.01117978085652845,0.9285,0.005761412587204635,0.0,2.2876261180669033,2000,1.0311076348388268,0.495,fails_null,within_patient_over_cells
kul3,pooled,2,100,bca,0.2205,0.009270376205958419,0.185,0.2675,0.0,4.03814207025054,2000,0.4245,0.011052143457266558,0.91,0.0063992187023104614,0.0,2.4094545336585353,2000,1.176141469943235,0.4385,fails_null,within_patient_over_cells
kul3,pooled,2,100,patient_cluster,0.4135618479880775,0.013443275037109481,0.36666666666666664,0.43023255813953487,0.329,2.033944406263859,1342,0.6173205033308661,0.013223465099445896,0.7135455218356773,0.012300166093970078,0.3245,1.4757518832656584,1351,0.5924027243592187,0.4385,fails_null,within_patient_over_cells
kul3,pooled,2,100,percentile,0.1985,0.008919017602852906,0.165,0.2325,0.0,3.4333812499999987,2000,0.4385,0.011095443884766396,0.96,0.004381780460041331,0.0,2.2643312499999992,2000,1.0,0.4385,fails_null,within_patient_over_cells
kul3,pooled,2,100,pseudobulk_patient_t,0.05812220566318927,0.006386928649966114,0.03597122302158273,0.08333333333333333,0.329,17.739114300122516,1342,0.08290155440414508,0.007501733660053633,0.9674315321983715,0.004829265790267112,0.3245,12.7505322847219,1351,5.166660212908928,0.4385,passes_by_abstention,within_patient_over_cells
kul3,pooled,2,100,studentised,0.213,0.009155080556718221,0.175,0.255,0.0,4.141368445557655,2000,0.432,0.011076461528845753,0.9295,0.005724061058374553,0.0,2.407422836120097,2000,1.2062069848950379,0.4385,fails_null,within_patient_over_cells
kul3,pooled,2,100,welch_t,0.1905,0.008780938161722813,0.1575,0.2175,0.0,3.5704353266125928,2000,0.438,0.01109405246066558,0.9765,0.0033873108803297025,0.0,2.280230405550376,2000,1.039918105981558,0.4385,fails_null,within_patient_over_cells
kul3,pooled,2,800,bca,0.085,0.0062359842847781455,0.075,0.1,0.0,2.184186310815832,2000,0.625,0.010825317547305483,0.9895,0.0022792268425937726,0.0,1.727127815220281,2000,1.0177675029793996,0.5485,fails_null,within_patient_over_cells
kul3,pooled,2,800,patient_cluster,0.26730486008836524,0.012009230981374065,0.23308270676691728,0.291044776119403,0.321,1.3994261515209006,1358,0.7075892857142857,0.012407595613622528,0.8385416666666666,0.01003674572903401,0.328,1.0874133675283304,1344,0.6520920183340496,0.5485,fails_null,within_patient_over_cells
kul3,pooled,2,800,percentile,0.0585,0.0052477495176503994,0.0425,0.0675,0.0,2.1460562499999982,2000,0.5485,0.011127617669564317,0.9925,0.0019292161620720412,0.0,1.6687562499999982,2000,1.0,0.5485,calibrated_but_underpowered,within_patient_over_cells
kul3,pooled,2,800,pseudobulk_patient_t,0.048600883652430045,0.005835170759398139,0.029850746268656716,0.06390977443609022,0.321,10.088243832919005,1358,0.10714285714285714,0.008436706986813107,0.9709821428571429,0.004578662753619155,0.328,8.334686422246232,1344,4.70082917580516,0.5485,passes_by_abstention,within_patient_over_cells
kul3,pooled,2,800,studentised,0.0815,0.006117914268768401,0.0675,0.095,0.0,2.1718916609099113,2000,0.6125,0.01089366214824014,0.99,0.0022248595461287,0.0,1.7713132291945664,2000,1.01203855253557,0.5485,fails_null,within_patient_over_cells
kul3,pooled,2,800,welch_t,0.0475,0.004756245893559331,0.0375,0.055,0.0,2.1640614509702774,2000,0.488,0.011177119485806708,0.994,0.0017268468374467964,0.0,1.6816334963625887,2000,1.0083899016953908,0.5485,calibrated_but_underpowered,within_patient_over_cells
kul3,pooled,5,5,patient_cluster,0.732992327365729,0.01000548635659817,0.6796875,0.783375314861461,0.0225,1.7206103762102005,1955,0.8012295081967213,0.009032636164583545,0.4646516393442623,0.011288651576038687,0.024,1.5796989497249072,1952,0.9351746892416022,0.7895,fails_null,within_patient_over_cells
kul3,pooled,5,5,percentile,0.721,0.010028933143659899,0.6675,0.7625,0.0,1.83988125,2000,0.7895,0.009115639034099584,0.495,0.01117978085652845,0.0,1.7499500000000001,2000,1.0,0.7895,fails_null,within_patient_over_cells
kul3,pooled,5,5,pseudobulk_patient_t,0.24040920716112532,0.009664780903342218,0.22422680412371135,0.2518891687657431,0.0225,5.848571520938611,1955,0.26741803278688525,0.010018058196288345,0.9293032786885246,0.005801475527196979,0.024,5.059600980848764,1952,3.17877663079539,0.7895,fails_null,within_patient_over_cells
kul3,pooled,5,50,patient_cluster,0.3765,0.01083392241988099,0.3525,0.3925,0.0,3.016209395036628,2000,0.532,0.011157419056394717,0.7845,0.009194012997597948,0.0,2.151120610223085,2000,0.9866304322257151,0.5145,fails_null,within_patient_over_cells
kul3,pooled,5,50,percentile,0.333,0.010538287337134057,0.305,0.3525,0.0,3.0570812499999986,2000,0.5145,0.011175637565705145,0.8755,0.007382403064043579,0.0,2.1344499999999997,2000,1.0,0.5145,fails_null,within_patient_over_cells
