cohort,pool,n_held_out,n_cells_mature,shift,seed,n_attempted,n_valid,n_abstained,abstention,median_width,source_patients_min,source_patients_max,median_abs_target_gap,n_rejected,rejection,rejection_low,rejection_high,n_cell_covered,cell_coverage,cell_coverage_low,cell_coverage_high,n_patient_covered,patient_coverage,patient_coverage_low,patient_coverage_high,n_draw_covered,draw_inclusion,draw_inclusion_low,draw_inclusion_high,unconditional_rejection
kul3,pooled,5,50,0.5,1,400,400,0,0.0,3.628267733885793,4,5,0.056353331928578165,137,0.3425,0.29769101850421636,0.3903053542110871,372,0.93,0.9006910535722495,0.9511283733002555,380,0.95,0.9240363649362803,0.9674025701628527,381,0.9525,0.9270084505901734,0.9693829230372881,0.3425
kul3,pooled,5,50,0.5,2,400,400,0,0.0,3.796791319454843,4,5,0.056353331928578165,126,0.315,0.2714209156648816,0.3620986332388081,381,0.9525,0.9270084505901734,0.9693829230372881,383,0.9575,0.9329979456752499,0.9732983050088689,384,0.96,0.9360177522821589,0.9752309369302883,0.315
kul3,pooled,5,50,0.5,20260831,400,400,0,0.0,3.584110270822687,4,5,0.056353331928578165,130,0.325,0.28095326743154514,0.3723760355854586,371,0.9275,0.8978175067464532,0.9490494815977232,374,0.935,0.9064647858253625,0.9552595181037997,378,0.945,0.9181325521920267,0.9634015058504493,0.325
kul3,pooled,5,50,0.5,3,400,400,0,0.0,3.607238463527378,4,5,0.056353331928578165,131,0.3275,0.2833400429179013,0.37494169862743104,376,0.94,0.9122771510995438,0.9593520298862752,379,0.9475,0.921078024928725,0.9654084716420795,379,0.9475,0.921078024928725,0.9654084716420795,0.3275
kul3,pooled,5,50,0.5,4,400,400,0,0.0,3.7503162468327624,4,5,0.060599129482214464,127,0.3175,0.27380177308238884,0.36467021434962943,373,0.9325,0.9035733345645931,0.9531985308362403,377,0.9425,0.9151991622718807,0.9613824572422669,381,0.9525,0.9270084505901734,0.9693829230372881,0.3175
kul3,pooled,5,50,1.0,1,400,400,0,0.0,5.485923855469812,4,5,0.0,75,0.1875,0.15228915456130324,0.2286560293976321,325,0.8125,0.7713439706023679,0.8477108454386968,325,0.8125,0.7713439706023679,0.8477108454386968,325,0.8125,0.7713439706023679,0.8477108454386968,0.1875
kul3,pooled,5,50,1.0,2,400,400,0,0.0,6.0114606596451505,4,5,0.0,64,0.16,0.12733275559943816,0.1991356045478835,336,0.84,0.8008643954521164,0.8726672444005619,336,0.84,0.8008643954521164,0.8726672444005619,336,0.84,0.8008643954521164,0.8726672444005619,0.16
kul3,pooled,5,50,1.0,20260831,400,400,0,0.0,5.2042911365722295,4,5,0.0,83,0.2075,0.17063415822479097,0.2499305339607725,317,0.7925,0.7500694660392275,0.829365841775209,317,0.7925,0.7500694660392275,0.829365841775209,317,0.7925,0.7500694660392275,0.829365841775209,0.2075
kul3,pooled,5,50,1.0,3,400,400,0,0.0,5.213017890288819,4,5,0.0,64,0.16,0.12733275559943816,0.1991356045478835,336,0.84,0.8008643954521164,0.8726672444005619,336,0.84,0.8008643954521164,0.8726672444005619,336,0.84,0.8008643954521164,0.8726672444005619,0.16
kul3,pooled,5,50,1.0,4,400,400,0,0.0,4.870658762635459,4,5,0.0,76,0.19,0.15457385084236502,0.2313237716448988,324,0.81,0.7686762283551013,0.845426149157635,324,0.81,0.7686762283551013,0.845426149157635,324,0.81,0.7686762283551013,0.845426149157635,0.19
