cohort,pool,n_held_out,n_cells_mature,shift,seed,n_attempted,n_valid,n_abstained,abstention,median_width,source_patients_min,source_patients_max,median_abs_target_gap,n_rejected,rejection,rejection_low,rejection_high,n_cell_covered,cell_coverage,cell_coverage_low,cell_coverage_high,n_patient_covered,patient_coverage,patient_coverage_low,patient_coverage_high,n_draw_covered,draw_inclusion,draw_inclusion_low,draw_inclusion_high,unconditional_rejection
kul3,reference,5,800,1.0,4,400,400,0,0.0,5.498308114609202,4,5,0.0,8,0.02,0.010168386791664645,0.03896341576926,392,0.98,0.96103658423074,0.9898316132083353,392,0.98,0.96103658423074,0.9898316132083353,392,0.98,0.96103658423074,0.9898316132083353,0.02
smc,pooled,2,50,0.5,1,400,400,0,0.0,19.379022148461257,2,2,0.20124475863887403,16,0.04,0.024769063069711758,0.06398224771784103,391,0.9775,0.9577973424412419,0.988118416469505,389,0.9725,0.9514345181143852,0.9845763637397046,393,0.9825,0.964322927074442,0.991497708892962,0.04
smc,pooled,2,50,0.5,2,400,397,3,0.007499999999999951,15.222206706635792,2,2,0.17851447610834525,17,0.042821158690176324,0.02690475249643619,0.06750029964569142,388,0.9773299748110831,0.9574826846382025,0.9880282939792453,387,0.9748110831234257,0.9542600263776431,0.986261448394858,390,0.982367758186398,0.9640567191355142,0.9914332671718277,0.0425
smc,pooled,2,50,0.5,20260831,400,399,1,0.0024999999999999467,17.6173306889099,2,2,0.21127532603025556,17,0.042606516290726815,0.026769039382612176,0.06716731694842144,385,0.9649122807017544,0.9419719537304265,0.9789858868207695,384,0.9624060150375939,0.9389057466278048,0.9770873616293145,388,0.9724310776942355,0.951314500980608,0.9845375364528176,0.0425
smc,pooled,2,50,0.5,3,400,399,1,0.0024999999999999467,16.577803360768158,2,2,0.17851447610834525,14,0.03508771929824561,0.021014113179230586,0.05802804626957343,389,0.974937343358396,0.9544861745161811,0.9863305952113209,391,0.9799498746867168,0.9609401916072148,0.9898060427084404,389,0.974937343358396,0.9544861745161811,0.9863305952113209,0.035
smc,pooled,2,50,0.5,4,400,398,2,0.0050000000000000044,15.855290091329861,2,2,0.17851447610834525,20,0.05025125628140704,0.03276241326361106,0.0763389695288913,387,0.9723618090452262,0.9511938892500266,0.9844985131801945,389,0.9773869346733668,0.9575880905873878,0.9880584863367717,387,0.9723618090452262,0.9511938892500266,0.9844985131801945,0.05
smc,pooled,2,50,1.0,1,400,399,1,0.0024999999999999467,22.731821940113623,2,2,0.0,8,0.020050125313283207,0.010193957291559582,0.03905980839278528,391,0.9799498746867168,0.9609401916072148,0.9898060427084404,391,0.9799498746867168,0.9609401916072148,0.9898060427084404,391,0.9799498746867168,0.9609401916072148,0.9898060427084404,0.02
smc,pooled,2,50,1.0,2,400,397,3,0.007499999999999951,20.763680215345577,2,2,0.0,13,0.0327455919395466,0.01923483719257282,0.05521219956976696,384,0.9672544080604534,0.9447878004302329,0.9807651628074271,384,0.9672544080604534,0.9447878004302329,0.9807651628074271,384,0.9672544080604534,0.9447878004302329,0.9807651628074271,0.0325
smc,pooled,2,50,1.0,20260831,400,400,0,0.0,20.53720525506121,2,2,0.0,10,0.025,0.013635091745936023,0.045401587871645666,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,0.025
smc,pooled,2,50,1.0,3,400,396,4,0.010000000000000009,21.559015679367803,2,2,0.0,12,0.030303030303030304,0.017418030491024868,0.05221321511019584,384,0.9696969696969697,0.9477867848898042,0.9825819695089751,384,0.9696969696969697,0.9477867848898042,0.9825819695089751,384,0.9696969696969697,0.9477867848898042,0.9825819695089751,0.03
smc,pooled,2,50,1.0,4,400,400,0,0.0,21.21562569295812,2,2,0.0,17,0.0425,0.026701694991131116,0.06700205432475019,383,0.9575,0.9329979456752499,0.9732983050088689,383,0.9575,0.9329979456752499,0.9732983050088689,383,0.9575,0.9329979456752499,0.9732983050088689,0.0425
smc,pooled,2,800,0.5,1,400,400,0,0.0,15.908460648222086,2,2,0.1912141912474925,19,0.0475,0.030617076962711882,0.07299154940982647,391,0.9775,0.9577973424412419,0.988118416469505,389,0.9725,0.9514345181143852,0.9845763637397046,398,0.995,0.9819550815637568,0.9986277470452896,0.0475
smc,pooled,2,800,0.5,2,400,400,0,0.0,14.857307674266652,2,2,0.15916367081412242,17,0.0425,0.026701694991131116,0.06700205432475019,394,0.985,0.9676653664151732,0.9931077080805591,391,0.9775,0.9577973424412419,0.988118416469505,397,0.9925,0.9781842792759678,0.9974461108047501,0.0425
smc,pooled,2,800,0.5,20260831,400,400,0,0.0,11.789152258187848,2,2,0.15874117418795897,20,0.05,0.03259742983714726,0.07596363506371961,389,0.9725,0.9514345181143852,0.9845763637397046,387,0.9675,0.9451958471762332,0.9809101576211996,391,0.9775,0.9577973424412419,0.988118416469505,0.05
smc,pooled,2,800,0.5,3,400,400,0,0.0,13.360213936686378,2,2,0.15916367081412242,21,0.0525,0.034591528357920405,0.07892197507127496,392,0.98,0.96103658423074,0.9898316132083353,392,0.98,0.96103658423074,0.9898316132083353,395,0.9875,0.9710762638040326,0.9946492492200284,0.0525
smc,pooled,2,800,0.5,4,400,400,0,0.0,16.079073071507278,2,2,0.2127648272797042,11,0.0275,0.015423636260295411,0.048565481885614784,398,0.995,0.9819550815637568,0.9986277470452896,394,0.985,0.9676653664151732,0.9931077080805591,399,0.9975,0.9859767149241766,0.9995585522131983,0.0275
smc,pooled,2,800,1.0,1,400,400,0,0.0,8.255127177245324,2,2,0.0,15,0.0375,0.022855029814710867,0.060943842444513396,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,0.0375
smc,pooled,2,800,1.0,2,400,400,0,0.0,8.505840747595435,2,2,0.0,10,0.025,0.013635091745936023,0.045401587871645666,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,0.025
smc,pooled,2,800,1.0,20260831,400,400,0,0.0,9.584203411847007,2,2,0.0,7,0.0175,0.008502291107038103,0.03567707292555804,393,0.9825,0.964322927074442,0.991497708892962,393,0.9825,0.964322927074442,0.991497708892962,393,0.9825,0.964322927074442,0.991497708892962,0.0175
smc,pooled,2,800,1.0,3,400,400,0,0.0,7.867641677076694,2,2,0.0,9,0.0225,0.011881583530495034,0.04220265755875813,391,0.9775,0.9577973424412419,0.988118416469505,391,0.9775,0.9577973424412419,0.988118416469505,391,0.9775,0.9577973424412419,0.988118416469505,0.0225
smc,pooled,2,800,1.0,4,400,400,0,0.0,8.361180213056155,2,2,0.0,14,0.035,0.02096129419797776,0.057885139532918004,386,0.965,0.9421148604670819,0.9790387058020222,386,0.965,0.9421148604670819,0.9790387058020222,386,0.965,0.9421148604670819,0.9790387058020222,0.035
smc,pooled,5,50,0.5,1,400,400,0,0.0,5.555174141856593,5,5,0.28547892349309545,20,0.05,0.03259742983714726,0.07596363506371961,391,0.9775,0.9577973424412419,0.988118416469505,393,0.9825,0.964322927074442,0.991497708892962,394,0.985,0.9676653664151732,0.9931077080805591,0.05
smc,pooled,5,50,0.5,2,400,400,0,0.0,5.891121631302644,5,5,0.22139755361087232,27,0.0675,0.04680146916375965,0.09642666543540682,388,0.97,0.9483014642909042,0.9827569790348569,383,0.9575,0.9329979456752499,0.9732983050088689,391,0.9775,0.9577973424412419,0.988118416469505,0.0675
smc,pooled,5,50,0.5,20260831,400,400,0,0.0,6.088739388518726,5,5,0.23676194547153173,21,0.0525,0.034591528357920405,0.07892197507127496,392,0.98,0.96103658423074,0.9898316132083353,388,0.97,0.9483014642909042,0.9827569790348569,395,0.9875,0.9710762638040326,0.9946492492200284,0.0525
smc,pooled,5,50,0.5,3,400,400,0,0.0,5.6135611061654584,5,5,0.25917845646648097,24,0.06,0.040647970113724695,0.0877228489004562,394,0.985,0.9676653664151732,0.9931077080805591,388,0.97,0.9483014642909042,0.9827569790348569,398,0.995,0.9819550815637568,0.9986277470452896,0.06
smc,pooled,5,50,0.5,4,400,400,0,0.0,6.202224700027005,5,5,0.2746415274163998,22,0.055,0.03659849414955068,0.08186744780797323,395,0.9875,0.9710762638040326,0.9946492492200284,391,0.9775,0.9577973424412419,0.988118416469505,397,0.9925,0.9781842792759678,0.9974461108047501,0.055
smc,pooled,5,50,1.0,1,400,400,0,0.0,7.389546445817398,5,5,0.0,10,0.025,0.013635091745936023,0.045401587871645666,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,0.025
smc,pooled,5,50,1.0,2,400,400,0,0.0,7.399148863357343,5,5,0.0,12,0.03,0.017243020965143054,0.05169853570909567,388,0.97,0.9483014642909042,0.9827569790348569,388,0.97,0.9483014642909042,0.9827569790348569,388,0.97,0.9483014642909042,0.9827569790348569,0.03
smc,pooled,5,50,1.0,20260831,400,400,0,0.0,7.0992562823649905,5,5,0.0,15,0.0375,0.022855029814710867,0.060943842444513396,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,0.0375
smc,pooled,5,50,1.0,3,400,400,0,0.0,7.365237656894216,5,5,0.0,13,0.0325,0.01908984237880045,0.0548041528237668,387,0.9675,0.9451958471762332,0.9809101576211996,387,0.9675,0.9451958471762332,0.9809101576211996,387,0.9675,0.9451958471762332,0.9809101576211996,0.0325
smc,pooled,5,50,1.0,4,400,400,0,0.0,7.687035864072946,5,5,0.0,10,0.025,0.013635091745936023,0.045401587871645666,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,0.025
smc,pooled,5,800,0.5,1,400,400,0,0.0,4.131160548409914,5,5,0.28432058615695155,34,0.085,0.0614630200239382,0.11643218427352792,389,0.9725,0.9514345181143852,0.9845763637397046,378,0.945,0.9181325521920267,0.9634015058504493,397,0.9925,0.9781842792759678,0.9974461108047501,0.085
smc,pooled,5,800,0.5,2,400,400,0,0.0,3.9312886740493402,5,5,0.24617611681982188,23,0.0575,0.038617542757733075,0.08480083772811935,392,0.98,0.96103658423074,0.9898316132083353,391,0.9775,0.9577973424412419,0.988118416469505,397,0.9925,0.9781842792759678,0.9974461108047501,0.0575
smc,pooled,5,800,0.5,20260831,400,400,0,0.0,4.14015614734342,5,5,0.27167411754459286,33,0.0825,0.05934587622971528,0.1135968895394223,391,0.9775,0.9577973424412419,0.988118416469505,390,0.975,0.9545984121283544,0.986364908254064,396,0.99,0.9745734353473804,0.996104516205009,0.0825
smc,pooled,5,800,0.5,3,400,400,0,0.0,4.093107023665111,5,5,0.2698019004929458,24,0.06,0.040647970113724695,0.0877228489004562,391,0.9775,0.9577973424412419,0.988118416469505,383,0.9575,0.9329979456752499,0.9732983050088689,394,0.985,0.9676653664151732,0.9931077080805591,0.06
smc,pooled,5,800,0.5,4,400,400,0,0.0,3.8287541167908907,5,5,0.2364279653201149,32,0.08,0.05723575041013351,0.11075457683067555,387,0.9675,0.9451958471762332,0.9809101576211996,379,0.9475,0.921078024928725,0.9654084716420795,397,0.9925,0.9781842792759678,0.9974461108047501,0.08
smc,pooled,5,800,1.0,1,400,400,0,0.0,3.4671724531883115,5,5,0.0,9,0.0225,0.011881583530495034,0.04220265755875813,391,0.9775,0.9577973424412419,0.988118416469505,391,0.9775,0.9577973424412419,0.988118416469505,391,0.9775,0.9577973424412419,0.988118416469505,0.0225
smc,pooled,5,800,1.0,2,400,400,0,0.0,3.329469315331863,5,5,0.0,5,0.0125,0.005350750779971611,0.028923736195967484,395,0.9875,0.9710762638040326,0.9946492492200284,395,0.9875,0.9710762638040326,0.9946492492200284,395,0.9875,0.9710762638040326,0.9946492492200284,0.0125
smc,pooled,5,800,1.0,20260831,400,400,0,0.0,3.3025907051689902,5,5,0.0,6,0.015,0.006892291919440893,0.03233463358482672,394,0.985,0.9676653664151732,0.9931077080805591,394,0.985,0.9676653664151732,0.9931077080805591,394,0.985,0.9676653664151732,0.9931077080805591,0.015
smc,pooled,5,800,1.0,3,400,400,0,0.0,3.363862437028243,5,5,0.0,7,0.0175,0.008502291107038103,0.03567707292555804,393,0.9825,0.964322927074442,0.991497708892962,393,0.9825,0.964322927074442,0.991497708892962,393,0.9825,0.964322927074442,0.991497708892962,0.0175
smc,pooled,5,800,1.0,4,400,400,0,0.0,3.3135409111607963,5,5,0.0,3,0.0075,0.0025538891952499396,0.021815720724032123,397,0.9925,0.9781842792759678,0.9974461108047501,397,0.9925,0.9781842792759678,0.9974461108047501,397,0.9925,0.9781842792759678,0.9974461108047501,0.0075
smc,reference,2,50,0.5,1,400,400,0,0.0,55.854148925452485,2,2,0.7532352941176468,27,0.0675,0.04680146916375965,0.09642666543540682,393,0.9825,0.964322927074442,0.991497708892962,395,0.9875,0.9710762638040326,0.9946492492200284,394,0.985,0.9676653664151732,0.9931077080805591,0.0675
smc,reference,2,50,0.5,2,400,395,5,0.012499999999999956,55.065203348810414,2,2,0.74740635466872,35,0.08860759493670886,0.06440066698314652,0.12073921049857432,382,0.9670886075949368,0.9445123771347056,0.9806672696629714,383,0.9696202531645569,0.9476565100180396,0.9825376606105187,384,0.9721518987341772,0.950828441964131,0.9843802524953092,0.0875
smc,reference,2,50,0.5,20260831,400,397,3,0.007499999999999951,58.695305961982264,2,2,0.8110619342489569,20,0.05037783375314862,0.03284553288757408,0.0765280307893944,389,0.9798488664987406,0.9607459685236254,0.9897545139387697,389,0.9798488664987406,0.9607459685236254,0.9897545139387697,389,0.9798488664987406,0.9607459685236254,0.9897545139387697,0.05
smc,reference,2,50,0.5,3,400,398,2,0.0050000000000000044,57.13912223177587,2,2,0.7532352941176468,26,0.06532663316582915,0.04496727946745212,0.09399662680686584,392,0.9849246231155779,0.9675048549172067,0.9930729837478607,389,0.9773869346733668,0.9575880905873878,0.9880584863367717,391,0.9824120603015075,0.9641458954058308,0.9914548560122671,0.065
smc,reference,2,50,0.5,4,400,397,3,0.007499999999999951,50.63306230179387,2,2,0.7955405986846138,28,0.07052896725440806,0.04924436404061032,0.10004523039593378,388,0.9773299748110831,0.9574826846382025,0.9880282939792453,384,0.9672544080604534,0.9447878004302329,0.9807651628074271,388,0.9773299748110831,0.9574826846382025,0.9880282939792453,0.07
smc,reference,2,50,1.0,1,400,400,0,0.0,50.10532274173406,2,2,0.0,9,0.0225,0.011881583530495034,0.04220265755875813,391,0.9775,0.9577973424412419,0.988118416469505,391,0.9775,0.9577973424412419,0.988118416469505,391,0.9775,0.9577973424412419,0.988118416469505,0.0225
smc,reference,2,50,1.0,2,400,396,4,0.010000000000000009,46.667421508990984,2,2,0.0,15,0.03787878787878788,0.023087219910443376,0.06154997334237053,381,0.9621212121212122,0.9384500266576296,0.9769127800895566,381,0.9621212121212122,0.9384500266576296,0.9769127800895566,381,0.9621212121212122,0.9384500266576296,0.9769127800895566,0.0375
smc,reference,2,50,1.0,20260831,400,397,3,0.007499999999999951,54.07183890375784,2,2,0.0,9,0.022670025188916875,0.01197170602075464,0.042517315361797314,388,0.9773299748110831,0.9574826846382025,0.9880282939792453,388,0.9773299748110831,0.9574826846382025,0.9880282939792453,388,0.9773299748110831,0.9574826846382025,0.9880282939792453,0.0225
smc,reference,2,50,1.0,3,400,397,3,0.007499999999999951,54.081438884350746,2,2,0.0,16,0.04030226700251889,0.02495736807762088,0.06445818021955978,381,0.9596977329974811,0.9355418197804402,0.975042631922379,381,0.9596977329974811,0.9355418197804402,0.975042631922379,381,0.9596977329974811,0.9355418197804402,0.975042631922379,0.04
smc,reference,2,50,1.0,4,400,395,5,0.012499999999999956,49.48833450829862,2,2,0.0,6,0.015189873417721518,0.006979763800229216,0.03273892258592182,389,0.9848101265822785,0.9672610774140781,0.9930202361997708,389,0.9848101265822785,0.9672610774140781,0.9930202361997708,389,0.9848101265822785,0.9672610774140781,0.9930202361997708,0.015
smc,reference,2,800,0.5,1,400,400,0,0.0,52.224630672681684,2,2,0.7665428652344541,26,0.065,0.04474048189620036,0.09353521417463759,395,0.9875,0.9710762638040326,0.9946492492200284,394,0.985,0.9676653664151732,0.9931077080805591,397,0.9925,0.9781842792759678,0.9974461108047501,0.065
smc,reference,2,800,0.5,2,400,400,0,0.0,40.208198792320275,2,2,0.7665428652344541,40,0.1,0.07429925914003437,0.13331057632740284,395,0.9875,0.9710762638040326,0.9946492492200284,393,0.9825,0.964322927074442,0.991497708892962,399,0.9975,0.9859767149241766,0.9995585522131983,0.1
smc,reference,2,800,0.5,20260831,400,400,0,0.0,42.30388724072424,2,2,0.7955405986846138,28,0.07,0.04887162669974449,0.09930894642775051,396,0.99,0.9745734353473804,0.996104516205009,393,0.9825,0.964322927074442,0.991497708892962,396,0.99,0.9745734353473804,0.996104516205009,0.07
smc,reference,2,800,0.5,3,400,400,0,0.0,52.21249368942558,2,2,0.8110619342489569,25,0.0625,0.04268914141220244,0.09063411613030699,397,0.9925,0.9781842792759678,0.9974461108047501,396,0.99,0.9745734353473804,0.996104516205009,398,0.995,0.9819550815637568,0.9986277470452896,0.0625
smc,reference,2,800,0.5,4,400,400,0,0.0,45.535541312191086,2,2,0.7503208243931834,23,0.0575,0.038617542757733075,0.08480083772811935,397,0.9925,0.9781842792759678,0.9974461108047501,394,0.985,0.9676653664151732,0.9931077080805591,398,0.995,0.9819550815637568,0.9986277470452896,0.0575
smc,reference,2,800,1.0,1,400,400,0,0.0,17.177736962162108,2,2,0.0,17,0.0425,0.026701694991131116,0.06700205432475019,383,0.9575,0.9329979456752499,0.9732983050088689,383,0.9575,0.9329979456752499,0.9732983050088689,383,0.9575,0.9329979456752499,0.9732983050088689,0.0425
smc,reference,2,800,1.0,2,400,400,0,0.0,15.467297591611008,2,2,0.0,10,0.025,0.013635091745936023,0.045401587871645666,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,0.025
smc,reference,2,800,1.0,20260831,400,400,0,0.0,17.093773484756323,2,2,0.0,15,0.0375,0.022855029814710867,0.060943842444513396,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,0.0375
smc,reference,2,800,1.0,3,400,400,0,0.0,18.3387259760823,2,2,0.0,13,0.0325,0.01908984237880045,0.0548041528237668,387,0.9675,0.9451958471762332,0.9809101576211996,387,0.9675,0.9451958471762332,0.9809101576211996,387,0.9675,0.9451958471762332,0.9809101576211996,0.0325
smc,reference,2,800,1.0,4,400,400,0,0.0,15.96560113164503,2,2,0.0,15,0.0375,0.022855029814710867,0.060943842444513396,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,0.0375
smc,reference,5,50,0.5,1,400,400,0,0.0,14.213096841002503,5,5,0.9478035586679296,92,0.23,0.19144383051896455,0.27369280842155563,392,0.98,0.96103658423074,0.9898316132083353,393,0.9825,0.964322927074442,0.991497708892962,395,0.9875,0.9710762638040326,0.9946492492200284,0.23
smc,reference,5,50,0.5,2,400,400,0,0.0,14.517184117119529,5,5,0.8331276894999673,102,0.255,0.21475670087938903,0.2999043233444163,392,0.98,0.96103658423074,0.9898316132083353,396,0.99,0.9745734353473804,0.996104516205009,394,0.985,0.9676653664151732,0.9931077080805591,0.255
smc,reference,5,50,0.5,20260831,400,400,0,0.0,15.312436645431097,5,5,0.9309165092096708,79,0.1975,0.1614426641926397,0.23931227387960974,396,0.99,0.9745734353473804,0.996104516205009,397,0.9925,0.9781842792759678,0.9974461108047501,397,0.9925,0.9781842792759678,0.9974461108047501,0.1975
smc,reference,5,50,0.5,3,400,400,0,0.0,13.416795656179776,5,5,0.9395859462035254,104,0.26,0.21944164704726868,0.30512425423319367,390,0.975,0.9545984121283544,0.986364908254064,397,0.9925,0.9781842792759678,0.9974461108047501,394,0.985,0.9676653664151732,0.9931077080805591,0.26
smc,reference,5,50,0.5,4,400,400,0,0.0,14.498777943115105,5,5,0.8826206252166582,79,0.1975,0.1614426641926397,0.23931227387960974,398,0.995,0.9819550815637568,0.9986277470452896,398,0.995,0.9819550815637568,0.9986277470452896,398,0.995,0.9819550815637568,0.9986277470452896,0.1975
smc,reference,5,50,1.0,1,400,400,0,0.0,15.754789641885832,5,5,0.0,9,0.0225,0.011881583530495034,0.04220265755875813,391,0.9775,0.9577973424412419,0.988118416469505,391,0.9775,0.9577973424412419,0.988118416469505,391,0.9775,0.9577973424412419,0.988118416469505,0.0225
smc,reference,5,50,1.0,2,400,400,0,0.0,15.652573338912301,5,5,0.0,13,0.0325,0.01908984237880045,0.0548041528237668,387,0.9675,0.9451958471762332,0.9809101576211996,387,0.9675,0.9451958471762332,0.9809101576211996,387,0.9675,0.9451958471762332,0.9809101576211996,0.0325
smc,reference,5,50,1.0,20260831,400,400,0,0.0,16.668823258331656,5,5,0.0,12,0.03,0.017243020965143054,0.05169853570909567,388,0.97,0.9483014642909042,0.9827569790348569,388,0.97,0.9483014642909042,0.9827569790348569,388,0.97,0.9483014642909042,0.9827569790348569,0.03
smc,reference,5,50,1.0,3,400,400,0,0.0,16.928588435654632,5,5,0.0,6,0.015,0.006892291919440893,0.03233463358482672,394,0.985,0.9676653664151732,0.9931077080805591,394,0.985,0.9676653664151732,0.9931077080805591,394,0.985,0.9676653664151732,0.9931077080805591,0.015
smc,reference,5,50,1.0,4,400,400,0,0.0,15.86600129351001,5,5,0.0,14,0.035,0.02096129419797776,0.057885139532918004,386,0.965,0.9421148604670819,0.9790387058020222,386,0.965,0.9421148604670819,0.9790387058020222,386,0.965,0.9421148604670819,0.9790387058020222,0.035
smc,reference,5,800,0.5,1,400,400,0,0.0,11.725875610576558,5,5,0.9309165092096708,147,0.3675,0.3217214385202667,0.4157993194783218,398,0.995,0.9819550815637568,0.9986277470452896,397,0.9925,0.9781842792759678,0.9974461108047501,399,0.9975,0.9859767149241766,0.9995585522131983,0.3675
smc,reference,5,800,0.5,2,400,400,0,0.0,11.61465904569787,5,5,0.8932641733278222,119,0.2975,0.25479754409145056,0.34405493511393953,399,0.9975,0.9859767149241766,0.9995585522131983,399,0.9975,0.9859767149241766,0.9995585522131983,400,1.0,0.9904877056657034,0.9999999999999999,0.2975
smc,reference,5,800,0.5,20260831,400,400,0,0.0,11.285333601646164,5,5,0.9328202017257397,138,0.345,0.30008782799282613,0.3928609832508057,397,0.9925,0.9781842792759678,0.9974461108047501,394,0.985,0.9676653664151732,0.9931077080805591,400,1.0,0.9904877056657034,0.9999999999999999,0.345
smc,reference,5,800,0.5,3,400,400,0,0.0,11.529701831405081,5,5,0.8712587585354576,135,0.3375,0.2929016377213044,0.38518985793734206,398,0.995,0.9819550815637568,0.9986277470452896,398,0.995,0.9819550815637568,0.9986277470452896,400,1.0,0.9904877056657034,0.9999999999999999,0.3375
smc,reference,5,800,0.5,4,400,400,0,0.0,11.010178068520586,5,5,0.9344402060284476,140,0.35,0.3048856490077627,0.3979680392925262,399,0.9975,0.9859767149241766,0.9995585522131983,397,0.9925,0.9781842792759678,0.9974461108047501,400,1.0,0.9904877056657034,0.9999999999999999,0.35
smc,reference,5,800,1.0,1,400,400,0,0.0,6.455952918358915,5,5,0.0,6,0.015,0.006892291919440893,0.03233463358482672,394,0.985,0.9676653664151732,0.9931077080805591,394,0.985,0.9676653664151732,0.9931077080805591,394,0.985,0.9676653664151732,0.9931077080805591,0.015
smc,reference,5,800,1.0,2,400,400,0,0.0,6.260113543179505,5,5,0.0,10,0.025,0.013635091745936023,0.045401587871645666,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,390,0.975,0.9545984121283544,0.986364908254064,0.025
smc,reference,5,800,1.0,20260831,400,400,0,0.0,6.5323150647758315,5,5,0.0,5,0.0125,0.005350750779971611,0.028923736195967484,395,0.9875,0.9710762638040326,0.9946492492200284,395,0.9875,0.9710762638040326,0.9946492492200284,395,0.9875,0.9710762638040326,0.9946492492200284,0.0125
smc,reference,5,800,1.0,3,400,400,0,0.0,6.620205391271838,5,5,0.0,15,0.0375,0.022855029814710867,0.060943842444513396,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,385,0.9625,0.9390561575554867,0.9771449701852891,0.0375
smc,reference,5,800,1.0,4,400,400,0,0.0,6.306590916749423,5,5,0.0,12,0.03,0.017243020965143054,0.05169853570909567,388,0.97,0.9483014642909042,0.9827569790348569,388,0.97,0.9483014642909042,0.9827569790348569,388,0.97,0.9483014642909042,0.9827569790348569,0.03
