cohort,pool,n_held_out,n_cells_mature,shift,candidate,n_streams,n_attempted,n_scored,n_abstained,n_excludes_zero,n_covered,median_ci_width,stream_min_rate,stream_max_rate,excludes_zero_rate,coverage,abstention_rate,excludes_zero_mcse,coverage_mcse
kul3,reference,5,100,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,458.0,1981.0,7.5139390372846355,0.1875,0.265,0.229,0.9905,0.0,0.009395717109406818,0.0021690723823791537
kul3,reference,5,100,1.0,patient_cluster,5,2000.0,2000,0.0,207.0,1793.0,7.348624341205593,0.0925,0.11,0.1035,0.8965,0.0,0.006811304941052044,0.006811304941052046
kul3,reference,5,100,1.0,percentile,5,2000.0,2000,0.0,235.0,1765.0,6.958781249999998,0.09,0.135,0.1175,0.8825,0.0,0.007200477414727443,0.0072004774147274445
kul3,reference,5,100,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,95.0,1905.0,10.802106756562498,0.04,0.055,0.0475,0.9525,0.0,0.004756245893559331,0.00475624589355933
kul3,reference,5,800,0.5,patient_cluster,5,2000.0,2000,0.0,863.0,1997.0,4.526638491001513,0.385,0.46,0.4315,0.9985,0.0,0.01107492099294618,0.0008653756409790912
kul3,reference,5,800,0.5,percentile,5,2000.0,2000,0.0,1754.0,1991.0,2.94404375,0.84,0.89,0.877,0.9955,0.0,0.007344079247938437,0.0014966211945579198
kul3,reference,5,800,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,674.0,1982.0,5.200003167668628,0.3225,0.37,0.337,0.991,0.0,0.01056955533596376,0.002111752826445369
kul3,reference,5,800,1.0,patient_cluster,5,2000.0,2000,0.0,24.0,1976.0,5.818358558066668,0.0025,0.0225,0.012,0.988,0.0,0.002434748446965312,0.0024347484469653133
kul3,reference,5,800,1.0,percentile,5,2000.0,2000,0.0,113.0,1887.0,3.7466124999999995,0.045,0.0725,0.0565,0.9435,0.0,0.005162739098579358,0.005162739098579358
kul3,reference,5,800,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,53.0,1947.0,5.482678252218367,0.02,0.0375,0.0265,0.9735,0.0,0.0035915003828483716,0.00359150038284837
smc,pooled,2,5,0.5,bca,5,2000.0,2000,0.0,1428.0,915.0,1.38026970731115,0.695,0.735,0.714,0.4575,0.0,0.010104553429023966,0.011139877692326787
smc,pooled,2,5,0.5,patient_cluster,5,2000.0,1426,574.0,985.0,1041.0,2.7866275446530016,0.6784452296819788,0.7032967032967034,0.6907433380084151,0.7300140252454418,0.287,0.012239343448661082,0.011756456499227363
smc,pooled,2,5,0.5,percentile,5,2000.0,2000,0.0,1452.0,1017.0,1.34084375,0.7075,0.7425,0.726,0.5085,0.0,0.00997306372184596,0.01117872421164419
smc,pooled,2,5,0.5,pseudobulk_patient_t,5,2000.0,1426,574.0,63.0,1396.0,24.105256433008243,0.020066889632107024,0.06734006734006734,0.04417952314165498,0.9789621318373072,0.287,0.0054417541153358685,0.003800353960950836
smc,pooled,2,5,0.5,studentised,5,2000.0,2000,0.0,1412.0,970.0,1.5525695359080718,0.685,0.7325,0.706,0.485,0.0,0.010187345090846782,0.01117530760203047
smc,pooled,2,5,0.5,welch_t,5,2000.0,2000,0.0,1405.0,1114.0,1.382456226868816,0.685,0.7275,0.7025,0.557,0.0,0.010222371300241445,0.011107452453195558
smc,pooled,2,5,1.0,bca,5,2000.0,2000,0.0,1287.0,713.0,1.610336211416613,0.625,0.6575,0.6435,0.3565,0.0,0.010709989495793168,0.010709989495793168
smc,pooled,2,5,1.0,patient_cluster,5,2000.0,1398,602.0,829.0,569.0,3.2943901959890667,0.5698924731182796,0.6226415094339622,0.5929899856938483,0.40701001430615164,0.301,0.013139312485434086,0.013139312485434084
smc,pooled,2,5,1.0,percentile,5,2000.0,2000,0.0,1301.0,699.0,1.5685250000000002,0.6425,0.67,0.6505,0.3495,0.0,0.010661842007833357,0.010661842007833357
smc,pooled,2,5,1.0,pseudobulk_patient_t,5,2000.0,1398,602.0,57.0,1341.0,31.2938421198036,0.024475524475524476,0.06037735849056604,0.0407725321888412,0.9592274678111588,0.301,0.005289213036038017,0.00528921303603802
smc,pooled,2,5,1.0,studentised,5,2000.0,2000,0.0,1263.0,737.0,1.7719916212544273,0.62,0.6475,0.6315,0.3685,0.0,0.010786745338608862,0.01078674533860886
smc,pooled,2,5,1.0,welch_t,5,2000.0,2000,0.0,1242.0,758.0,1.671714128975331,0.615,0.63,0.621,0.379,0.0,0.010848018252197035,0.010848018252197035
smc,pooled,2,50,0.5,bca,5,2000.0,2000,0.0,923.0,1756.0,2.3583932906493232,0.4425,0.485,0.4615,0.878,0.0,0.011147146495852649,0.007318333143551201
smc,pooled,2,50,0.5,patient_cluster,5,2000.0,1993,7.0,686.0,1753.0,3.454861291158932,0.3082706766917293,0.3825,0.34420471650777723,0.8795785248369292,0.0035,0.010642383471838194,0.007290136009151138
smc,pooled,2,50,0.5,percentile,5,2000.0,2000,0.0,1004.0,1835.0,2.1752312499999995,0.49,0.53,0.502,0.9175,0.0,0.011180250444422075,0.0061519813881382975
smc,pooled,2,50,0.5,pseudobulk_patient_t,5,2000.0,1993,7.0,84.0,1947.0,16.57780336110399,0.03508771929824561,0.05025125628140704,0.042147516307074764,0.9769192172604114,0.0035,0.0045007165163083096,0.0033635736651903897
smc,pooled,2,50,0.5,studentised,5,2000.0,2000,0.0,908.0,1782.0,2.529253372604618,0.4325,0.4825,0.454,0.891,0.0,0.011132924144177037,0.006968464680257768
smc,pooled,2,50,0.5,welch_t,5,2000.0,2000,0.0,1013.0,1870.0,2.2466884084672287,0.4825,0.5425,0.5065,0.935,0.0,0.01117939510885987,0.005512485827646179
smc,pooled,2,50,1.0,bca,5,2000.0,2000,0.0,467.0,1533.0,4.400090748467526,0.2,0.2625,0.2335,0.7665,0.0,0.009459855971419438,0.00945985597141944
smc,pooled,2,50,1.0,patient_cluster,5,2000.0,1992,8.0,441.0,1551.0,4.923082113257325,0.18434343434343434,0.245,0.2213855421686747,0.7786144578313253,0.004,0.00930231822942239,0.00930231822942239
smc,pooled,2,50,1.0,percentile,5,2000.0,2000,0.0,461.0,1539.0,3.756206249999999,0.2025,0.2625,0.2305,0.7695,0.0,0.009417264730270674,0.009417264730270675
smc,pooled,2,50,1.0,pseudobulk_patient_t,5,2000.0,1992,8.0,60.0,1932.0,21.215625693387906,0.020050125313283207,0.0425,0.030120481927710843,0.9698795180722891,0.004,0.0038295274342345247,0.0038295274342345273
smc,pooled,2,50,1.0,studentised,5,2000.0,2000,0.0,446.0,1554.0,5.554313318085425,0.19,0.245,0.223,0.777,0.0,0.009307819293475782,0.009307819293475782
smc,pooled,2,50,1.0,welch_t,5,2000.0,2000,0.0,446.0,1554.0,4.006174293251281,0.2025,0.255,0.223,0.777,0.0,0.009307819293475782,0.009307819293475782
smc,pooled,2,100,0.5,bca,5,2000.0,2000,0.0,998.0,1877.0,1.9271487653858341,0.4775,0.525,0.499,0.9385,0.0,0.011180317526796813,0.005372045699731156
smc,pooled,2,100,0.5,patient_cluster,5,2000.0,2000,0.0,589.0,1800.0,3.2079748815259546,0.2575,0.335,0.2945,0.9,0.0,0.010192392996740265,0.006708203932499368
smc,pooled,2,100,0.5,percentile,5,2000.0,2000,0.0,1044.0,1927.0,1.8668312499999997,0.505,0.5425,0.522,0.9635,0.0,0.0111695120752878,0.004193313129257102
smc,pooled,2,100,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,82.0,1957.0,15.76871769505576,0.025,0.0525,0.041,0.9785,0.0,0.004433903472111228,0.003243281517229114
smc,pooled,2,100,0.5,studentised,5,2000.0,2000,0.0,997.0,1898.0,1.9753531008028746,0.4775,0.52,0.4985,0.949,0.0,0.011180289575856253,0.004919298730510276
smc,pooled,2,100,0.5,welch_t,5,2000.0,2000,0.0,1047.0,1951.0,1.88669131574426,0.49,0.555,0.5235,0.9755,0.0,0.01116798437498907,0.0034568591235397466
smc,pooled,2,100,1.0,bca,5,2000.0,2000,0.0,322.0,1678.0,3.3130521587903528,0.15,0.175,0.161,0.839,0.0,0.008218241904446474,0.008218241904446474
smc,pooled,2,100,1.0,patient_cluster,5,2000.0,2000,0.0,294.0,1706.0,3.923704899122204,0.13,0.165,0.147,0.853,0.0,0.007918049002121673,0.007918049002121673
smc,pooled,2,100,1.0,percentile,5,2000.0,2000,0.0,317.0,1683.0,2.9924,0.1425,0.1775,0.1585,0.8415,0.0,0.008166325673153136,0.008166325673153134
smc,pooled,2,100,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,57.0,1943.0,15.548751994997128,0.015,0.0425,0.0285,0.9715,0.0,0.0037207358143249033,0.003720735814324901
smc,pooled,2,100,1.0,studentised,5,2000.0,2000,0.0,308.0,1692.0,3.7547112305604093,0.14,0.16,0.154,0.846,0.0,0.008071059410015515,0.008071059410015517
smc,pooled,2,100,1.0,welch_t,5,2000.0,2000,0.0,298.0,1702.0,2.998507748519609,0.1375,0.1675,0.149,0.851,0.0,0.007962380297373393,0.007962380297373393
smc,pooled,2,800,0.5,bca,5,2000.0,2000,0.0,1554.0,1984.0,1.2752509533093015,0.7375,0.8025,0.777,0.992,0.0,0.009307819293475782,0.001991983935678198
smc,pooled,2,800,0.5,patient_cluster,5,2000.0,2000,0.0,433.0,1922.0,3.026832343880298,0.165,0.2625,0.2165,0.961,0.0,0.00920944488012171,0.004328914413568374
smc,pooled,2,800,0.5,percentile,5,2000.0,2000,0.0,1471.0,1992.0,1.2539499999999995,0.7025,0.765,0.7355,0.996,0.0,0.00986254911267873,0.0014113823011501884
smc,pooled,2,800,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,88.0,1980.0,14.857307674567629,0.0275,0.0525,0.044,0.99,0.0,0.0045860658521220555,0.0022248595461287
smc,pooled,2,800,0.5,studentised,5,2000.0,2000,0.0,1528.0,1984.0,1.313652738542709,0.7275,0.7875,0.764,0.992,0.0,0.009494840704298308,0.001991983935678198
smc,pooled,2,800,0.5,welch_t,5,2000.0,2000,0.0,1409.0,1992.0,1.2508665407458082,0.67,0.72,0.7045,0.996,0.0,0.010202444560006196,0.0014113823011501884
smc,pooled,2,800,1.0,bca,5,2000.0,2000,0.0,174.0,1826.0,1.5569391574685587,0.07,0.11,0.087,0.913,0.0,0.006302023484564303,0.006302023484564302
smc,pooled,2,800,1.0,patient_cluster,5,2000.0,2000,0.0,141.0,1859.0,3.8555257940145085,0.06,0.0825,0.0705,0.9295,0.0,0.0057240610583745525,0.005724061058374553
smc,pooled,2,800,1.0,percentile,5,2000.0,2000,0.0,137.0,1863.0,1.5472312499999992,0.055,0.0875,0.0685,0.9315,0.0,0.0056483515294287415,0.0056483515294287415
smc,pooled,2,800,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,55.0,1945.0,8.361180213225536,0.0175,0.0375,0.0275,0.9725,0.0,0.0036567574434189644,0.003656757443418962
smc,pooled,2,800,1.0,studentised,5,2000.0,2000,0.0,169.0,1831.0,1.565195498379484,0.07,0.1025,0.0845,0.9155,0.0,0.006219314672855845,0.006219314672855845
smc,pooled,2,800,1.0,welch_t,5,2000.0,2000,0.0,111.0,1889.0,1.5590281314320156,0.045,0.0675,0.0555,0.9445,0.0,0.005119558086397693,0.005119558086397692
smc,pooled,5,5,0.5,patient_cluster,5,2000.0,1963,37.0,1368.0,1817.0,4.806539692012313,0.6751269035532995,0.7091836734693877,0.6968925114620479,0.9256240448293428,0.0185,0.010373398984183402,0.005922068713011092
smc,pooled,5,5,0.5,percentile,5,2000.0,2000,0.0,1494.0,723.0,1.6269750000000003,0.725,0.7625,0.747,0.3615,0.0,0.009720879589831364,0.010742852274884916
smc,pooled,5,5,0.5,pseudobulk_patient_t,5,2000.0,1963,37.0,78.0,1926.0,11.628840382147871,0.02806122448979592,0.04834605597964377,0.039735099337748346,0.9811512990320937,0.0185,0.004408821635209227,0.003069365123556647
smc,pooled,5,5,1.0,patient_cluster,5,2000.0,1965,35.0,1212.0,753.0,5.4603182563358015,0.5852417302798982,0.6358974358974359,0.616793893129771,0.383206106870229,0.0175,0.010967432393066497,0.010967432393066495
smc,pooled,5,5,1.0,percentile,5,2000.0,2000,0.0,1346.0,654.0,1.7998125,0.6475,0.705,0.673,0.327,0.0,0.01048978074127386,0.010489780741273862
smc,pooled,5,5,1.0,pseudobulk_patient_t,5,2000.0,1965,35.0,58.0,1907.0,14.518570697062085,0.02544529262086514,0.03316326530612245,0.029516539440203562,0.9704834605597964,0.0175,0.0038180842844140837,0.0038180842844140863
smc,pooled,5,50,0.5,patient_cluster,5,2000.0,2000,0.0,440.0,1976.0,5.209296183527014,0.195,0.255,0.22,0.988,0.0,0.009262828941527529,0.0024347484469653133
smc,pooled,5,50,0.5,percentile,5,2000.0,2000,0.0,891.0,1755.0,2.5832437499999994,0.4175,0.5,0.4455,0.8775,0.0,0.011113724623185514,0.007331226022978695
smc,pooled,5,50,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,114.0,1975.0,5.891121631303165,0.05,0.0675,0.057,0.9875,0.0,0.00518415856238985,0.0024843258642939696
smc,pooled,5,50,1.0,patient_cluster,5,2000.0,2000,0.0,202.0,1798.0,7.025948186276214,0.0825,0.1125,0.101,0.899,0.0,0.006737915107805975,0.006737915107805974
smc,pooled,5,50,1.0,percentile,5,2000.0,2000,0.0,388.0,1612.0,4.330456249999999,0.1725,0.215,0.194,0.806,0.0,0.008842058583836685,0.008842058583836684
smc,pooled,5,50,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,60.0,1940.0,7.3895464458174125,0.025,0.0375,0.03,0.97,0.0,0.00381444622455213,0.003814446224552132
smc,pooled,5,100,0.5,patient_cluster,5,2000.0,2000,0.0,290.0,1985.0,4.637009925680695,0.135,0.165,0.145,0.9925,0.0,0.007873214083206426,0.0019292161620720412
smc,pooled,5,100,0.5,percentile,5,2000.0,2000,0.0,989.0,1910.0,2.250868749999998,0.48,0.51,0.4945,0.955,0.0,0.011179663456473098,0.004635461142108735
smc,pooled,5,100,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,139.0,1957.0,5.290757396111639,0.06,0.08,0.0695,0.9785,0.0,0.005686376262612245,0.003243281517229114
smc,pooled,5,100,1.0,patient_cluster,5,2000.0,2000,0.0,90.0,1910.0,6.4231816406214275,0.035,0.05,0.045,0.955,0.0,0.004635461142108733,0.004635461142108735
smc,pooled,5,100,1.0,percentile,5,2000.0,2000,0.0,245.0,1755.0,3.5221874999999994,0.11,0.1375,0.1225,0.8775,0.0,0.007331226022978693,0.007331226022978695
smc,pooled,5,100,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,44.0,1956.0,5.807565627864893,0.0175,0.0275,0.022,0.978,0.0,0.003279939023823461,0.0032799390238234627
smc,pooled,5,800,0.5,patient_cluster,5,2000.0,2000,0.0,95.0,2000.0,4.378343961089704,0.04,0.0525,0.0475,1.0,0.0,0.004756245893559331,0.0
smc,pooled,5,800,0.5,percentile,5,2000.0,2000,0.0,1547.0,1991.0,1.51744375,0.75,0.7925,0.7735,0.9955,0.0,0.009359427065798419,0.0014966211945579198
smc,pooled,5,800,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,146.0,1981.0,4.0931070236651195,0.0575,0.085,0.073,0.9905,0.0,0.005816829033072916,0.0021690723823791537
smc,pooled,5,800,1.0,patient_cluster,5,2000.0,2000,0.0,6.0,1994.0,5.562162999077067,0.0025,0.005,0.003,0.997,0.0,0.0012229063741758812,0.0012229063741758816
smc,pooled,5,800,1.0,percentile,5,2000.0,2000,0.0,125.0,1875.0,1.9365374999999996,0.05,0.075,0.0625,0.9375,0.0,0.005412658773652742,0.005412658773652742
smc,pooled,5,800,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,30.0,1970.0,3.3294693153318695,0.0075,0.0225,0.015,0.985,0.0,0.0027179955849853765,0.002717995584985378
smc,reference,2,5,0.5,bca,5,2000.0,2000,0.0,1035.0,1347.0,9.437857012459503,0.49,0.545,0.5175,0.6735,0.0,0.011173489830845151,0.010485650909695592
smc,reference,2,5,0.5,patient_cluster,5,2000.0,1445,555.0,682.0,1150.0,13.119963469641538,0.4471830985915493,0.5034246575342466,0.47197231833910036,0.7958477508650519,0.2775,0.013132659546139932,0.01060371771026347
smc,reference,2,5,0.5,percentile,5,2000.0,2000,0.0,1129.0,1308.0,8.702274999999997,0.5425,0.59,0.5645,0.654,0.0,0.011086923603957953,0.010636822833910509
smc,reference,2,5,0.5,pseudobulk_patient_t,5,2000.0,1445,555.0,84.0,1406.0,82.36572414128865,0.039735099337748346,0.0684931506849315,0.05813148788927336,0.9730103806228374,0.2775,0.00615555101579013,0.0042630771594183775
smc,reference,2,5,0.5,studentised,5,2000.0,2000,0.0,828.0,1432.0,16.177676368244477,0.3825,0.435,0.414,0.716,0.0,0.01101371871803525,0.010083253443209686
smc,reference,2,5,0.5,welch_t,5,2000.0,2000,0.0,990.0,1395.0,13.251059141447236,0.4725,0.52,0.495,0.6975,0.0,0.01117978085652845,0.010271167168340705
smc,reference,2,5,1.0,bca,5,2000.0,2000,0.0,695.0,1305.0,17.227152575643963,0.2975,0.3925,0.3475,0.6525,0.0,0.010647622974166581,0.010647622974166581
smc,reference,2,5,1.0,patient_cluster,5,2000.0,1421,579.0,511.0,910.0,16.602008643143215,0.34275618374558303,0.3888888888888889,0.35960591133004927,0.6403940886699507,0.2895,0.012730340775515627,0.012730340775515627
smc,reference,2,5,1.0,percentile,5,2000.0,2000,0.0,743.0,1257.0,15.129193749999995,0.3275,0.4125,0.3715,0.6285,0.0,0.010804807957571482,0.010804807957571482
smc,reference,2,5,1.0,pseudobulk_patient_t,5,2000.0,1421,579.0,50.0,1371.0,116.74279455810239,0.020833333333333332,0.04693140794223827,0.03518648838845883,0.9648135116115412,0.2895,0.004887790834551711,0.004887790834551712
smc,reference,2,5,1.0,studentised,5,2000.0,2000,0.0,555.0,1445.0,38.07703761475706,0.2475,0.3175,0.2775,0.7225,0.0,0.010012336140981284,0.010012336140981284
smc,reference,2,5,1.0,welch_t,5,2000.0,2000,0.0,647.0,1353.0,25.02432509415203,0.2825,0.3625,0.3235,0.6765,0.0,0.010460586742625864,0.010460586742625864
smc,reference,2,50,0.5,bca,5,2000.0,2000,0.0,1387.0,1872.0,5.76953528041888,0.675,0.7125,0.6935,0.936,0.0,0.010309164612130316,0.00547284204047586
smc,reference,2,50,0.5,patient_cluster,5,2000.0,1987,13.0,783.0,1837.0,12.120824016370715,0.37279596977329976,0.42278481012658226,0.39406139909411175,0.9245093105183694,0.0065,0.01096218996718951,0.005926569845830141
smc,reference,2,50,0.5,percentile,5,2000.0,2000,0.0,1523.0,1873.0,5.4660375000000005,0.745,0.79,0.7615,0.9365,0.0,0.009529369076701774,0.005452877680637995
smc,reference,2,50,0.5,pseudobulk_patient_t,5,2000.0,1987,13.0,136.0,1946.0,55.854148926583974,0.05037783375314862,0.08860759493670886,0.06844489179667841,0.9793658782083543,0.0065,0.005664686280019527,0.0031890883105375528
smc,reference,2,50,0.5,studentised,5,2000.0,2000,0.0,1324.0,1883.0,6.010084705787387,0.645,0.67,0.662,0.9415,0.0,0.010577239715540155,0.0052477495176503994
smc,reference,2,50,0.5,welch_t,5,2000.0,2000,0.0,1553.0,1883.0,5.612929978407493,0.7575,0.8025,0.7765,0.9415,0.0,0.009315249594079592,0.0052477495176503994
smc,reference,2,50,1.0,bca,5,2000.0,2000,0.0,166.0,1834.0,10.476762393761941,0.0675,0.095,0.083,0.917,0.0,0.006168914004912048,0.006168914004912047
smc,reference,2,50,1.0,patient_cluster,5,2000.0,1985,15.0,237.0,1748.0,15.741632709305302,0.11083123425692695,0.1309823677581864,0.11939546599496222,0.8806045340050378,0.0075,0.007277867096094648,0.007277867096094647
smc,reference,2,50,1.0,percentile,5,2000.0,2000,0.0,178.0,1822.0,9.6967875,0.0675,0.1025,0.089,0.911,0.0,0.006367063687446514,0.006367063687446513
smc,reference,2,50,1.0,pseudobulk_patient_t,5,2000.0,1985,15.0,55.0,1930.0,50.105322742749095,0.015189873417721518,0.04030226700251889,0.027707808564231738,0.9722921914357683,0.0075,0.0036839967008794254,0.003683996700879424
smc,reference,2,50,1.0,studentised,5,2000.0,2000,0.0,138.0,1862.0,11.767088980568907,0.0525,0.0825,0.069,0.931,0.0,0.005667406814408156,0.0056674068144081545
smc,reference,2,50,1.0,welch_t,5,2000.0,2000,0.0,181.0,1819.0,10.091618455044976,0.07,0.1,0.0905,0.9095,0.0,0.006415206543830058,0.006415206543830059
smc,reference,2,100,0.5,bca,5,2000.0,2000,0.0,1680.0,1911.0,4.330300862615351,0.8125,0.85,0.84,0.9555,0.0,0.00819756061276768,0.004610843198374891
smc,reference,2,100,0.5,patient_cluster,5,2000.0,2000,0.0,722.0,1885.0,10.795753455087883,0.3375,0.395,0.361,0.9425,0.0,0.01073962289840756,0.005205465877325487
smc,reference,2,100,0.5,percentile,5,2000.0,2000,0.0,1735.0,1919.0,4.292381249999998,0.8375,0.89,0.8675,0.9595,0.0,0.007581020709640621,0.004407933189148855
smc,reference,2,100,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,140.0,1975.0,47.68251861232551,0.06,0.09,0.07,0.9875,0.0,0.005705260730238366,0.0024843258642939696
smc,reference,2,100,0.5,studentised,5,2000.0,2000,0.0,1674.0,1906.0,4.436120428697362,0.805,0.8475,0.837,0.953,0.0,0.00825926752200218,0.004732388403332932
smc,reference,2,100,0.5,welch_t,5,2000.0,2000,0.0,1754.0,1930.0,4.336384478397301,0.845,0.9,0.877,0.965,0.0,0.007344079247938437,0.00410944035119139
smc,reference,2,100,1.0,bca,5,2000.0,2000,0.0,130.0,1870.0,7.643316861928541,0.05,0.0825,0.065,0.935,0.0,0.005512485827646181,0.005512485827646179
smc,reference,2,100,1.0,patient_cluster,5,2000.0,1998,2.0,174.0,1824.0,14.767168174670882,0.08,0.095,0.08708708708708708,0.9129129129129129,0.001,0.006308030947079755,0.006308030947079756
smc,reference,2,100,1.0,percentile,5,2000.0,2000,0.0,138.0,1862.0,7.37939375,0.0525,0.0825,0.069,0.931,0.0,0.005667406814408156,0.0056674068144081545
smc,reference,2,100,1.0,pseudobulk_patient_t,5,2000.0,1998,2.0,61.0,1937.0,34.82168351105684,0.02,0.042606516290726815,0.03053053053053053,0.9694694694694694,0.001,0.0038488988867815305,0.0038488988867815327
smc,reference,2,100,1.0,studentised,5,2000.0,2000,0.0,119.0,1881.0,8.26217796075107,0.045,0.08,0.0595,0.9405,0.0,0.005289600646551685,0.005289600646551685
smc,reference,2,100,1.0,welch_t,5,2000.0,2000,0.0,138.0,1862.0,7.522217084645872,0.0525,0.0825,0.069,0.931,0.0,0.005667406814408156,0.0056674068144081545
smc,reference,2,800,0.5,bca,5,2000.0,2000,0.0,1993.0,1992.0,2.8281405820839036,0.9925,1.0,0.9965,0.996,0.0,0.0013205585939290896,0.0014113823011501884
smc,reference,2,800,0.5,patient_cluster,5,2000.0,2000,0.0,713.0,1951.0,10.853381423752865,0.31,0.385,0.3565,0.9755,0.0,0.010709989495793168,0.0034568591235397466
smc,reference,2,800,0.5,percentile,5,2000.0,2000,0.0,1989.0,1993.0,2.8098062499999985,0.99,0.9975,0.9945,0.9965,0.0,0.0016537457482938467,0.0013205585939290896
smc,reference,2,800,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,142.0,1988.0,45.53554131311354,0.0575,0.1,0.071,0.994,0.0,0.005742778073371807,0.0017268468374467964
smc,reference,2,800,0.5,studentised,5,2000.0,2000,0.0,1991.0,1996.0,2.8400381443176808,0.99,1.0,0.9955,0.998,0.0,0.0014966211945579198,0.0009989994994993746
smc,reference,2,800,0.5,welch_t,5,2000.0,2000,0.0,1988.0,1995.0,2.8132314449148197,0.99,0.995,0.994,0.9975,0.0,0.0017268468374467964,0.001116635571706353
smc,reference,2,800,1.0,bca,5,2000.0,2000,0.0,114.0,1886.0,3.615519454277151,0.035,0.0725,0.057,0.943,0.0,0.00518415856238985,0.005184158562389852
smc,reference,2,800,1.0,patient_cluster,5,2000.0,2000,0.0,68.0,1932.0,14.587482527484934,0.02,0.0575,0.034,0.966,0.0,0.0040524066923249445,0.004052406692324946
smc,reference,2,800,1.0,percentile,5,2000.0,2000,0.0,108.0,1892.0,3.644631249999997,0.0275,0.07,0.054,0.946,0.0,0.005053909377897471,0.005053909377897473
smc,reference,2,800,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,70.0,1930.0,17.09377348510261,0.025,0.0425,0.035,0.965,0.0,0.004109440351191388,0.00410944035119139
smc,reference,2,800,1.0,studentised,5,2000.0,2000,0.0,116.0,1884.0,3.641325037734456,0.035,0.07,0.058,0.942,0.0,0.0052266624149642565,0.005226662414964259
smc,reference,2,800,1.0,welch_t,5,2000.0,2000,0.0,100.0,1900.0,3.7029043364002234,0.025,0.0675,0.05,0.95,0.0,0.004873397172404482,0.004873397172404485
smc,reference,5,5,0.5,patient_cluster,5,2000.0,1984,16.0,741.0,1861.0,19.33841766301329,0.34760705289672544,0.4010152284263959,0.37348790322580644,0.9380040322580645,0.008,0.01086005854763978,0.005413937533791517
smc,reference,5,5,0.5,percentile,5,2000.0,2000,0.0,1074.0,1391.0,10.12229375,0.52,0.5525,0.537,0.6955,0.0,0.011149686094236015,0.0102902806084188
smc,reference,5,5,0.5,pseudobulk_patient_t,5,2000.0,1984,16.0,187.0,1938.0,35.266489773387164,0.08564231738035265,0.11557788944723618,0.09425403225806452,0.9768145161290323,0.008,0.006559675262309543,0.0033786507441769475
smc,reference,5,5,1.0,patient_cluster,5,2000.0,1980,20.0,477.0,1503.0,24.899923686363458,0.20865139949109415,0.25879396984924624,0.2409090909090909,0.759090909090909,0.01,0.009610387394478047,0.009610387394478049
smc,reference,5,5,1.0,percentile,5,2000.0,2000,0.0,621.0,1379.0,20.161356249999994,0.285,0.3425,0.3105,0.6895,0.0,0.010346249320405922,0.010346249320405922
smc,reference,5,5,1.0,pseudobulk_patient_t,5,2000.0,1980,20.0,94.0,1886.0,46.41311395608586,0.035443037974683546,0.061068702290076333,0.047474747474747475,0.9525252525252526,0.01,0.004778999505779492,0.00477899950577949
smc,reference,5,50,0.5,patient_cluster,5,2000.0,2000,0.0,282.0,1999.0,18.360857858270116,0.125,0.1525,0.141,0.9995,0.0,0.007781998457979801,0.000499874984371065
smc,reference,5,50,0.5,percentile,5,2000.0,2000,0.0,1589.0,1877.0,6.281643749999999,0.78,0.8125,0.7945,0.9385,0.0,0.00903520198999447,0.005372045699731156
smc,reference,5,50,0.5,pseudobulk_patient_t,5,2000.0,2000,0.0,456.0,1978.0,14.498777943116387,0.1975,0.26,0.228,0.989,0.0,0.009381257911389069,0.0023322735688593665
smc,reference,5,50,1.0,patient_cluster,5,2000.0,2000,0.0,30.0,1970.0,23.953017426513508,0.01,0.03,0.015,0.985,0.0,0.0027179955849853765,0.002717995584985378
smc,reference,5,50,1.0,percentile,5,2000.0,2000,0.0,164.0,1836.0,11.177006249999998,0.0675,0.0975,0.082,0.918,0.0,0.006134981662564282,0.006134981662564281
smc,reference,5,50,1.0,pseudobulk_patient_t,5,2000.0,2000,0.0,54.0,1946.0,15.866001293510042,0.015,0.035,0.027,0.973,0.0,0.0036242930345103167,0.0036242930345103184
smc,reference,5,100,0.5,patient_cluster,5,2000.0,2000,0.0,234.0,1999.0,17.69765912496023,0.105,0.135,0.117,0.9995,0.0,0.007187176079657434,0.000499874984371065
smc,reference,5,100,0.5,percentile,5,2000.0,2000,0.0,1825.0,1935.0,5.0487312499999994,0.9,0.9325,0.9125,0.9675,0.0,0.006318375978050056,0.00396508196636589
