cohort,pool,n_held_out,n_cells_mature,shift,candidate,seed_stream,n_attempted,n_scored,n_abstained,n_excludes_zero,n_covered,excludes_zero_rate,coverage,median_ci_width,n_normal,n_tumour,n_replicates,n_pool_undefined,null_rejection,null_rejection_mcse,pool_mean,pool_var,pool_skew,pool_form,skew_matched,closed_form_floor
kul3,pooled,5,50,0.5,pseudobulk_patient_t,20260831,400.0,400,0.0,130.0,378.0,0.325,0.945,3.584110270823312,,,,,,,,,,,,
kul3,pooled,5,50,1.0,percentile,20260831,400.0,400,0.0,134.0,266.0,0.335,0.665,3.150143749999999,,,,,,,,,,,,
kul3,pooled,5,50,1.0,patient_cluster,20260831,400.0,400,0.0,153.0,247.0,0.3825,0.6175,2.968260069234514,,,,,,,,,,,,
kul3,pooled,5,50,1.0,pseudobulk_patient_t,20260831,400.0,400,0.0,83.0,317.0,0.2075,0.7925,5.204291136573138,,,,,,,,,,,,
kul3,pooled,2,800,1.0,percentile,20260831,400.0,400,0.0,17.0,383.0,0.0425,0.9575,2.1051249999999992,,,,,,,,,,,,
kul3,pooled,2,800,1.0,studentised,20260831,400.0,400,0.0,29.0,371.0,0.0725,0.9275,2.132049915642442,,,,,,,,,,,,
kul3,pooled,2,800,1.0,bca,20260831,400.0,400,0.0,30.0,370.0,0.075,0.925,2.129095418180493,,,,,,,,,,,,
kul3,pooled,2,800,1.0,welch_t,20260831,400.0,400,0.0,15.0,385.0,0.0375,0.9625,2.102649333065295,,,,,,,,,,,,
kul3,pooled,2,800,1.0,patient_cluster,20260831,400.0,269,131.0,69.0,200.0,0.25650557620817843,0.7434944237918215,1.3994261515209006,,,,,,,,,,,,
kul3,pooled,2,800,1.0,pseudobulk_patient_t,20260831,400.0,269,131.0,12.0,257.0,0.04460966542750929,0.9553903345724907,10.088243832919005,,,,,,,,,,,,
kul3,pooled,5,100,1.0,percentile,20260831,400.0,400,0.0,88.0,312.0,0.22,0.78,3.5718687499999984,,,,,,,,,,,,
kul3,pooled,5,100,1.0,patient_cluster,20260831,400.0,400,0.0,95.0,305.0,0.2375,0.7625,3.1720862132159864,,,,,,,,,,,,
kul3,pooled,5,100,1.0,pseudobulk_patient_t,20260831,400.0,400,0.0,45.0,355.0,0.1125,0.8875,5.454074993594193,,,,,,,,,,,,
kul3,pooled,2,800,0.5,percentile,20260831,400.0,400,0.0,213.0,395.0,0.5325,0.9875,1.6601124999999999,,,,,,,,,,,,
kul3,pooled,2,800,0.5,studentised,20260831,400.0,400,0.0,234.0,394.0,0.585,0.985,1.7484435679927428,,,,,,,,,,,,
kul3,pooled,2,800,0.5,bca,20260831,400.0,400,0.0,242.0,394.0,0.605,0.985,1.6998709159972791,,,,,,,,,,,,
kul3,pooled,2,800,0.5,welch_t,20260831,400.0,400,0.0,188.0,397.0,0.47,0.9925,1.6749141785002126,,,,,,,,,,,,
kul3,pooled,2,800,0.5,patient_cluster,20260831,400.0,272,128.0,194.0,222.0,0.7132352941176471,0.8161764705882353,0.9654742845419129,,,,,,,,,,,,
kul3,pooled,2,800,0.5,pseudobulk_patient_t,20260831,400.0,272,128.0,33.0,263.0,0.1213235294117647,0.9669117647058824,7.864001857319321,,,,,,,,,,,,
kul3,pooled,5,100,0.5,percentile,20260831,400.0,400,0.0,150.0,386.0,0.375,0.965,2.3486374999999993,,,,,,,,,,,,
kul3,pooled,5,100,0.5,patient_cluster,20260831,400.0,400,0.0,164.0,355.0,0.41,0.8875,2.1854677506285416,,,,,,,,,,,,
kul3,pooled,5,100,0.5,pseudobulk_patient_t,20260831,400.0,400,0.0,95.0,389.0,0.2375,0.9725,3.866480901342713,,,,,,,,,,,,
kul3,pooled,2,5,1.0,percentile,1,400.0,400,0.0,286.0,114.0,0.715,0.285,1.73580625,,,,,,,,,,,,
kul3,pooled,2,5,1.0,studentised,1,400.0,400,0.0,285.0,115.0,0.7125,0.2875,2.022021812285851,,,,,,,,,,,,
kul3,pooled,2,5,1.0,bca,1,400.0,400,0.0,287.0,113.0,0.7175,0.2825,1.8628920471729207,,,,,,,,,,,,
kul3,pooled,2,5,1.0,welch_t,1,400.0,400,0.0,278.0,122.0,0.695,0.305,1.7892971326700713,,,,,,,,,,,,
kul3,pooled,2,5,1.0,patient_cluster,1,400.0,210,190.0,157.0,53.0,0.7476190476190476,0.2523809523809524,1.1184452418741215,,,,,,,,,,,,
kul3,pooled,2,5,1.0,pseudobulk_patient_t,1,400.0,210,190.0,39.0,171.0,0.18571428571428572,0.8142857142857143,11.507106091259885,,,,,,,,,,,,
kul3,pooled,2,5,0.5,percentile,1,400.0,400,0.0,323.0,212.0,0.8075,0.53,1.7039,,,,,,,,,,,,
kul3,pooled,2,5,0.5,studentised,1,400.0,400,0.0,323.0,167.0,0.8075,0.4175,2.0088948175000225,,,,,,,,,,,,
kul3,pooled,2,5,0.5,bca,1,400.0,400,0.0,323.0,151.0,0.8075,0.3775,1.8215379540643337,,,,,,,,,,,,
kul3,pooled,2,5,0.5,welch_t,1,400.0,400,0.0,321.0,266.0,0.8025,0.665,1.7284654049033317,,,,,,,,,,,,
kul3,pooled,2,5,0.5,patient_cluster,1,400.0,201,199.0,168.0,62.0,0.835820895522388,0.30845771144278605,0.8955712179655473,,,,,,,,,,,,
kul3,pooled,2,5,0.5,pseudobulk_patient_t,1,400.0,201,199.0,33.0,191.0,0.16417910447761194,0.9502487562189055,9.933819834003748,,,,,,,,,,,,
kul3,pooled,2,50,1.0,percentile,1,400.0,400,0.0,137.0,263.0,0.3425,0.6575,3.2088312499999985,,,,,,,,,,,,
kul3,pooled,2,50,1.0,studentised,1,400.0,400,0.0,138.0,262.0,0.345,0.655,3.935032912097471,,,,,,,,,,,,
kul3,pooled,2,50,1.0,bca,1,400.0,400,0.0,138.0,262.0,0.345,0.655,3.652955851881843,,,,,,,,,,,,
kul3,pooled,2,50,1.0,welch_t,1,400.0,400,0.0,134.0,266.0,0.335,0.665,3.301480937379243,,,,,,,,,,,,
kul3,pooled,2,50,1.0,patient_cluster,1,400.0,264,136.0,134.0,130.0,0.5075757575757576,0.49242424242424243,2.0197225020882312,,,,,,,,,,,,
kul3,pooled,2,50,1.0,pseudobulk_patient_t,1,400.0,264,136.0,19.0,245.0,0.07196969696969698,0.928030303030303,19.26149631346697,,,,,,,,,,,,
kul3,pooled,5,800,1.0,percentile,20260831,400.0,400,0.0,28.0,372.0,0.07,0.93,2.163031249999999,,,,,,,,,,,,
kul3,pooled,5,800,1.0,patient_cluster,20260831,400.0,400,0.0,42.0,358.0,0.105,0.895,2.0593624748557433,,,,,,,,,,,,
kul3,pooled,5,800,1.0,pseudobulk_patient_t,20260831,400.0,400,0.0,15.0,385.0,0.0375,0.9625,3.3223200792988967,,,,,,,,,,,,
kul3,pooled,2,50,0.5,percentile,1,400.0,400,0.0,193.0,350.0,0.4825,0.875,2.278118749999999,,,,,,,,,,,,
kul3,pooled,2,50,0.5,studentised,1,400.0,400,0.0,192.0,325.0,0.48,0.8125,2.5477687449181836,,,,,,,,,,,,
kul3,pooled,2,50,0.5,bca,1,400.0,400,0.0,188.0,315.0,0.47,0.7875,2.4218302062095267,,,,,,,,,,,,
kul3,pooled,2,50,0.5,welch_t,1,400.0,400,0.0,194.0,373.0,0.485,0.9325,2.2876261180669033,,,,,,,,,,,,
kul3,pooled,2,50,0.5,patient_cluster,1,400.0,266,134.0,148.0,170.0,0.556390977443609,0.6390977443609023,1.7677558902285055,,,,,,,,,,,,
kul3,pooled,2,50,0.5,pseudobulk_patient_t,1,400.0,266,134.0,23.0,258.0,0.08646616541353383,0.9699248120300752,14.412254005327114,,,,,,,,,,,,
kul3,pooled,2,100,1.0,percentile,1,400.0,400,0.0,93.0,307.0,0.2325,0.7675,3.39838125,,,,,,,,,,,,
kul3,pooled,2,100,1.0,studentised,1,400.0,400,0.0,102.0,298.0,0.255,0.745,4.116573104128545,,,,,,,,,,,,
kul3,pooled,2,100,1.0,bca,1,400.0,400,0.0,107.0,293.0,0.2675,0.7325,3.9414534315777527,,,,,,,,,,,,
kul3,pooled,2,100,1.0,welch_t,1,400.0,400,0.0,84.0,316.0,0.21,0.79,3.4818927588681525,,,,,,,,,,,,
kul3,pooled,2,100,1.0,patient_cluster,1,400.0,278,122.0,119.0,159.0,0.42805755395683454,0.5719424460431655,2.033944406263859,,,,,,,,,,,,
kul3,pooled,2,100,1.0,pseudobulk_patient_t,1,400.0,278,122.0,10.0,268.0,0.03597122302158273,0.9640287769784173,16.16365314564142,,,,,,,,,,,,
kul3,pooled,5,800,0.5,percentile,20260831,400.0,400,0.0,177.0,398.0,0.4425,0.995,1.6878062499999997,,,,,,,,,,,,
kul3,pooled,5,800,0.5,patient_cluster,20260831,400.0,400,0.0,213.0,389.0,0.5325,0.9725,1.537835640013158,,,,,,,,,,,,
kul3,pooled,5,800,0.5,pseudobulk_patient_t,20260831,400.0,400,0.0,72.0,399.0,0.18,0.9975,2.6842270041438914,,,,,,,,,,,,
kul3,pooled,2,100,0.5,percentile,1,400.0,400,0.0,175.0,389.0,0.4375,0.9725,2.2643312499999992,,,,,,,,,,,,
kul3,pooled,2,100,0.5,studentised,1,400.0,400,0.0,182.0,377.0,0.455,0.9425,2.407422836120097,,,,,,,,,,,,
kul3,pooled,2,100,0.5,bca,1,400.0,400,0.0,174.0,371.0,0.435,0.9275,2.431611666032634,,,,,,,,,,,,
kul3,pooled,2,100,0.5,welch_t,1,400.0,400,0.0,175.0,396.0,0.4375,0.99,2.2856943423499017,,,,,,,,,,,,
kul3,pooled,2,100,0.5,patient_cluster,1,400.0,270,130.0,170.0,190.0,0.6296296296296297,0.7037037037037037,1.4597738817958088,,,,,,,,,,,,
kul3,pooled,2,100,0.5,pseudobulk_patient_t,1,400.0,270,130.0,28.0,259.0,0.1037037037037037,0.9592592592592593,12.7505322847219,,,,,,,,,,,,
kul3,pooled,5,5,1.0,percentile,1,400.0,400,0.0,305.0,95.0,0.7625,0.2375,1.7474374999999998,,,,,,,,,,,,
kul3,pooled,5,5,1.0,patient_cluster,1,400.0,392,8.0,307.0,85.0,0.7831632653061225,0.21683673469387754,1.5580976460758686,,,,,,,,,,,,
kul3,pooled,5,5,1.0,pseudobulk_patient_t,1,400.0,392,8.0,97.0,295.0,0.24744897959183673,0.7525510204081632,5.498731581545737,,,,,,,,,,,,
kul3,pooled,5,5,0.5,percentile,1,400.0,400,0.0,317.0,202.0,0.7925,0.505,1.6754374999999992,,,,,,,,,,,,
kul3,pooled,5,5,0.5,patient_cluster,1,400.0,391,9.0,313.0,176.0,0.8005115089514067,0.45012787723785164,1.5384926757481927,,,,,,,,,,,,
kul3,pooled,5,5,0.5,pseudobulk_patient_t,1,400.0,391,9.0,104.0,357.0,0.2659846547314578,0.9130434782608695,5.059600980848764,,,,,,,,,,,,
kul3,pooled,5,50,0.5,percentile,1,400.0,400,0.0,204.0,353.0,0.51,0.8825,2.1814999999999998,,,,,,,,,,,,
kul3,pooled,5,50,0.5,patient_cluster,1,400.0,400,0.0,217.0,308.0,0.5425,0.77,2.151120610223085,,,,,,,,,,,,
kul3,pooled,5,50,0.5,pseudobulk_patient_t,1,400.0,400,0.0,137.0,381.0,0.3425,0.9525,3.628267733886426,,,,,,,,,,,,
kul3,pooled,5,50,1.0,percentile,1,400.0,400,0.0,133.0,267.0,0.3325,0.6675,3.0570812499999986,,,,,,,,,,,,
kul3,pooled,5,50,1.0,patient_cluster,1,400.0,400,0.0,157.0,243.0,0.3925,0.6075,3.0185485530933183,,,,,,,,,,,,
kul3,pooled,5,50,1.0,pseudobulk_patient_t,1,400.0,400,0.0,75.0,325.0,0.1875,0.8125,5.485923855470769,,,,,,,,,,,,
kul3,pooled,5,100,1.0,percentile,1,400.0,400,0.0,100.0,300.0,0.25,0.75,3.4670312499999993,,,,,,,,,,,,
kul3,pooled,5,100,1.0,patient_cluster,1,400.0,400,0.0,110.0,290.0,0.275,0.725,3.1821765888385563,,,,,,,,,,,,
kul3,pooled,5,100,1.0,pseudobulk_patient_t,1,400.0,400,0.0,55.0,345.0,0.1375,0.8625,5.875859779785912,,,,,,,,,,,,
kul3,pooled,2,800,1.0,percentile,1,400.0,400,0.0,22.0,378.0,0.055,0.945,2.1375999999999995,,,,,,,,,,,,
kul3,pooled,2,800,1.0,studentised,1,400.0,400,0.0,27.0,373.0,0.0675,0.9325,2.18124439393323,,,,,,,,,,,,
kul3,pooled,2,800,1.0,bca,1,400.0,400,0.0,30.0,370.0,0.075,0.925,2.184186310815832,,,,,,,,,,,,
kul3,pooled,2,800,1.0,welch_t,1,400.0,400,0.0,18.0,382.0,0.045,0.955,2.151185696727431,,,,,,,,,,,,
kul3,pooled,2,800,1.0,patient_cluster,1,400.0,266,134.0,62.0,204.0,0.23308270676691728,0.7669172932330827,1.429988973799151,,,,,,,,,,,,
kul3,pooled,2,800,1.0,pseudobulk_patient_t,1,400.0,266,134.0,17.0,249.0,0.06390977443609022,0.9360902255639098,10.659979745691313,,,,,,,,,,,,
kul3,pooled,2,800,0.5,percentile,1,400.0,400,0.0,221.0,397.0,0.5525,0.9925,1.6934249999999995,,,,,,,,,,,,
kul3,pooled,2,800,0.5,studentised,1,400.0,400,0.0,247.0,394.0,0.6175,0.985,1.8051231456213115,,,,,,,,,,,,
kul3,pooled,2,800,0.5,bca,1,400.0,400,0.0,252.0,393.0,0.63,0.9825,1.7521083738091692,,,,,,,,,,,,
kul3,pooled,2,800,0.5,welch_t,1,400.0,400,0.0,197.0,397.0,0.4925,0.9925,1.7129053168548296,,,,,,,,,,,,
kul3,pooled,2,800,0.5,patient_cluster,1,400.0,283,117.0,199.0,241.0,0.7031802120141343,0.8515901060070671,1.0874133675283304,,,,,,,,,,,,
kul3,pooled,2,800,0.5,pseudobulk_patient_t,1,400.0,283,117.0,26.0,277.0,0.09187279151943463,0.9787985865724381,8.503385330602585,,,,,,,,,,,,
kul3,pooled,5,100,0.5,percentile,1,400.0,400,0.0,171.0,380.0,0.4275,0.95,2.272206249999999,,,,,,,,,,,,
kul3,pooled,5,100,0.5,patient_cluster,1,400.0,400,0.0,179.0,352.0,0.4475,0.88,2.1259509226183697,,,,,,,,,,,,
kul3,pooled,5,100,0.5,pseudobulk_patient_t,1,400.0,400,0.0,98.0,390.0,0.245,0.975,3.826106809005666,,,,,,,,,,,,
kul3,pooled,2,5,1.0,percentile,2,400.0,400,0.0,289.0,111.0,0.7225,0.2775,1.7488499999999996,,,,,,,,,,,,
kul3,pooled,2,5,1.0,studentised,2,400.0,400,0.0,282.0,118.0,0.705,0.295,2.0367295639442125,,,,,,,,,,,,
kul3,pooled,2,5,1.0,bca,2,400.0,400,0.0,287.0,113.0,0.7175,0.2825,1.8663051838320635,,,,,,,,,,,,
kul3,pooled,2,5,1.0,welch_t,2,400.0,400,0.0,280.0,120.0,0.7,0.3,1.8195574931013576,,,,,,,,,,,,
kul3,pooled,2,5,1.0,patient_cluster,2,400.0,213,187.0,175.0,38.0,0.8215962441314554,0.1784037558685446,1.126037735849057,,,,,,,,,,,,
kul3,pooled,2,5,1.0,pseudobulk_patient_t,2,400.0,213,187.0,39.0,174.0,0.18309859154929578,0.8169014084507042,12.426771116479468,,,,,,,,,,,,
kul3,pooled,2,5,0.5,percentile,2,400.0,400,0.0,311.0,197.0,0.7775,0.4925,1.6921562499999996,,,,,,,,,,,,
kul3,pooled,2,5,0.5,studentised,2,400.0,400,0.0,311.0,163.0,0.7775,0.4075,1.9677067951159848,,,,,,,,,,,,
kul3,pooled,2,5,0.5,bca,2,400.0,400,0.0,311.0,150.0,0.7775,0.375,1.8028880968870298,,,,,,,,,,,,
kul3,pooled,2,5,0.5,welch_t,2,400.0,400,0.0,305.0,248.0,0.7625,0.62,1.722705135482261,,,,,,,,,,,,
kul3,pooled,2,5,0.5,patient_cluster,2,400.0,217,183.0,171.0,67.0,0.7880184331797235,0.3087557603686636,0.9814457026279686,,,,,,,,,,,,
kul3,pooled,2,5,0.5,pseudobulk_patient_t,2,400.0,217,183.0,41.0,199.0,0.1889400921658986,0.9170506912442397,8.916008994588903,,,,,,,,,,,,
kul3,pooled,5,800,1.0,percentile,1,400.0,400,0.0,29.0,371.0,0.0725,0.9275,2.2086749999999986,,,,,,,,,,,,
kul3,pooled,5,800,1.0,patient_cluster,1,400.0,400,0.0,40.0,360.0,0.1,0.9,2.0801852347113314,,,,,,,,,,,,
kul3,pooled,5,800,1.0,pseudobulk_patient_t,1,400.0,400,0.0,20.0,380.0,0.05,0.95,3.365103895391327,,,,,,,,,,,,
kul3,pooled,2,50,1.0,percentile,2,400.0,400,0.0,125.0,275.0,0.3125,0.6875,3.5079999999999996,,,,,,,,,,,,
kul3,pooled,2,50,1.0,studentised,2,400.0,400,0.0,133.0,267.0,0.3325,0.6675,4.095960110278808,,,,,,,,,,,,
kul3,pooled,2,50,1.0,bca,2,400.0,400,0.0,134.0,266.0,0.335,0.665,4.027960629651526,,,,,,,,,,,,
kul3,pooled,2,50,1.0,welch_t,2,400.0,400,0.0,123.0,277.0,0.3075,0.6925,3.6183455673329705,,,,,,,,,,,,
kul3,pooled,2,50,1.0,patient_cluster,2,400.0,283,117.0,128.0,155.0,0.45229681978798586,0.5477031802120141,2.491510331947708,,,,,,,,,,,,
kul3,pooled,2,50,1.0,pseudobulk_patient_t,2,400.0,283,117.0,15.0,268.0,0.053003533568904596,0.9469964664310954,23.846843121897102,,,,,,,,,,,,
kul3,pooled,5,800,0.5,percentile,1,400.0,400,0.0,214.0,396.0,0.535,0.99,1.7240937499999984,,,,,,,,,,,,
kul3,pooled,5,800,0.5,patient_cluster,1,400.0,400,0.0,218.0,385.0,0.545,0.9625,1.646384552732757,,,,,,,,,,,,
kul3,pooled,5,800,0.5,pseudobulk_patient_t,1,400.0,400,0.0,69.0,396.0,0.1725,0.99,2.7863489513245208,,,,,,,,,,,,
kul3,pooled,2,100,0.5,percentile,2,400.0,400,0.0,182.0,382.0,0.455,0.955,2.270425,,,,,,,,,,,,
kul3,pooled,2,100,0.5,studentised,2,400.0,400,0.0,174.0,367.0,0.435,0.9175,2.4367957990862044,,,,,,,,,,,,
kul3,pooled,2,100,0.5,bca,2,400.0,400,0.0,171.0,354.0,0.4275,0.885,2.4094545336585353,,,,,,,,,,,,
kul3,pooled,2,100,0.5,welch_t,2,400.0,400,0.0,182.0,393.0,0.455,0.9825,2.280230405550376,,,,,,,,,,,,
kul3,pooled,2,100,0.5,patient_cluster,2,400.0,284,116.0,168.0,205.0,0.5915492957746479,0.721830985915493,1.4757518832656584,,,,,,,,,,,,
kul3,pooled,2,100,0.5,pseudobulk_patient_t,2,400.0,284,116.0,24.0,274.0,0.08450704225352113,0.9647887323943662,12.224596363741927,,,,,,,,,,,,
kul3,pooled,2,50,0.5,percentile,2,400.0,400,0.0,196.0,358.0,0.49,0.895,2.2864312499999997,,,,,,,,,,,,
kul3,pooled,2,50,0.5,studentised,2,400.0,400,0.0,195.0,335.0,0.4875,0.8375,2.540808584793035,,,,,,,,,,,,
kul3,pooled,2,50,0.5,bca,2,400.0,400,0.0,186.0,322.0,0.465,0.805,2.4546502171273987,,,,,,,,,,,,
kul3,pooled,2,50,0.5,welch_t,2,400.0,400,0.0,196.0,373.0,0.49,0.9325,2.3048408524422914,,,,,,,,,,,,
kul3,pooled,2,50,0.5,patient_cluster,2,400.0,266,134.0,166.0,147.0,0.6240601503759399,0.5526315789473685,1.3742963413012212,,,,,,,,,,,,
kul3,pooled,2,50,0.5,pseudobulk_patient_t,2,400.0,266,134.0,26.0,252.0,0.09774436090225563,0.9473684210526315,12.337575767603795,,,,,,,,,,,,
kul3,pooled,2,100,1.0,percentile,2,400.0,400,0.0,66.0,334.0,0.165,0.835,3.575849999999996,,,,,,,,,,,,
kul3,pooled,2,100,1.0,studentised,2,400.0,400,0.0,70.0,330.0,0.175,0.825,4.4680490305489275,,,,,,,,,,,,
kul3,pooled,2,100,1.0,bca,2,400.0,400,0.0,74.0,326.0,0.185,0.815,4.217261801846588,,,,,,,,,,,,
kul3,pooled,2,100,1.0,welch_t,2,400.0,400,0.0,63.0,337.0,0.1575,0.8425,3.698070948714986,,,,,,,,,,,,
kul3,pooled,2,100,1.0,patient_cluster,2,400.0,258,142.0,111.0,147.0,0.43023255813953487,0.5697674418604651,2.0332956914284877,,,,,,,,,,,,
kul3,pooled,2,100,1.0,pseudobulk_patient_t,2,400.0,258,142.0,14.0,244.0,0.05426356589147287,0.9457364341085271,17.739114300122516,,,,,,,,,,,,
kul3,pooled,5,5,1.0,percentile,2,400.0,400,0.0,278.0,122.0,0.695,0.305,1.8435812499999997,,,,,,,,,,,,
kul3,pooled,5,5,1.0,patient_cluster,2,400.0,384,16.0,261.0,123.0,0.6796875,0.3203125,1.8413841452308553,,,,,,,,,,,,
kul3,pooled,5,5,1.0,pseudobulk_patient_t,2,400.0,384,16.0,88.0,296.0,0.22916666666666666,0.7708333333333334,5.848571520938611,,,,,,,,,,,,
kul3,pooled,5,5,0.5,percentile,2,400.0,400,0.0,319.0,187.0,0.7975,0.4675,1.6424874999999994,,,,,,,,,,,,
kul3,pooled,5,5,0.5,patient_cluster,2,400.0,392,8.0,316.0,175.0,0.8061224489795918,0.44642857142857145,1.488822406580161,,,,,,,,,,,,
kul3,pooled,5,5,0.5,pseudobulk_patient_t,2,400.0,392,8.0,106.0,366.0,0.27040816326530615,0.9336734693877551,4.975080465969248,,,,,,,,,,,,
kul3,pooled,2,800,0.5,percentile,2,400.0,400,0.0,222.0,396.0,0.555,0.99,1.6678624999999996,,,,,,,,,,,,
kul3,pooled,2,800,0.5,studentised,2,400.0,400,0.0,239.0,396.0,0.5975,0.99,1.756576319117348,,,,,,,,,,,,
kul3,pooled,2,800,0.5,bca,2,400.0,400,0.0,243.0,397.0,0.6075,0.9925,1.727127815220281,,,,,,,,,,,,
kul3,pooled,2,800,0.5,welch_t,2,400.0,400,0.0,198.0,397.0,0.495,0.9925,1.677687096465922,,,,,,,,,,,,
kul3,pooled,2,800,0.5,patient_cluster,2,400.0,258,142.0,183.0,216.0,0.7093023255813954,0.8372093023255814,1.0070913099286949,,,,,,,,,,,,
kul3,pooled,2,800,0.5,pseudobulk_patient_t,2,400.0,258,142.0,27.0,252.0,0.10465116279069768,0.9767441860465116,8.010203462598184,,,,,,,,,,,,
kul3,pooled,5,50,1.0,percentile,2,400.0,400,0.0,122.0,278.0,0.305,0.695,3.4228375,,,,,,,,,,,,
kul3,pooled,5,50,1.0,patient_cluster,2,400.0,400,0.0,141.0,259.0,0.3525,0.6475,3.1005541653721247,,,,,,,,,,,,
kul3,pooled,5,50,1.0,pseudobulk_patient_t,2,400.0,400,0.0,64.0,336.0,0.16,0.84,6.011460659608407,,,,,,,,,,,,
kul3,pooled,5,50,0.5,percentile,2,400.0,400,0.0,194.0,358.0,0.485,0.895,2.2655812499999994,,,,,,,,,,,,
kul3,pooled,5,50,0.5,patient_cluster,2,400.0,400,0.0,199.0,320.0,0.4975,0.8,2.235286044489944,,,,,,,,,,,,
kul3,pooled,5,50,0.5,pseudobulk_patient_t,2,400.0,400,0.0,126.0,384.0,0.315,0.96,3.7967913194551786,,,,,,,,,,,,
kul3,pooled,5,100,1.0,percentile,2,400.0,400,0.0,83.0,317.0,0.2075,0.7925,3.714918749999999,,,,,,,,,,,,
kul3,pooled,5,100,1.0,patient_cluster,2,400.0,400,0.0,90.0,310.0,0.225,0.775,3.22571113301024,,,,,,,,,,,,
kul3,pooled,5,100,1.0,pseudobulk_patient_t,2,400.0,400,0.0,43.0,357.0,0.1075,0.8925,5.886978264591626,,,,,,,,,,,,
kul3,pooled,2,800,1.0,percentile,2,400.0,400,0.0,26.0,374.0,0.065,0.935,2.1917374999999995,,,,,,,,,,,,
kul3,pooled,2,800,1.0,studentised,2,400.0,400,0.0,36.0,364.0,0.09,0.91,2.197329769957684,,,,,,,,,,,,
kul3,pooled,2,800,1.0,bca,2,400.0,400,0.0,36.0,364.0,0.09,0.91,2.1971022512126126,,,,,,,,,,,,
kul3,pooled,2,800,1.0,welch_t,2,400.0,400,0.0,22.0,378.0,0.055,0.945,2.1801932501338537,,,,,,,,,,,,
kul3,pooled,2,800,1.0,patient_cluster,2,400.0,268,132.0,78.0,190.0,0.291044776119403,0.7089552238805971,1.3393912085364978,,,,,,,,,,,,
kul3,pooled,2,800,1.0,pseudobulk_patient_t,2,400.0,268,132.0,17.0,251.0,0.06343283582089553,0.9365671641791045,9.903660782653695,,,,,,,,,,,,
kul3,pooled,5,100,0.5,percentile,2,400.0,400,0.0,174.0,386.0,0.435,0.965,2.29508125,,,,,,,,,,,,
kul3,pooled,5,100,0.5,patient_cluster,2,400.0,400,0.0,181.0,352.0,0.4525,0.88,2.1823325940206875,,,,,,,,,,,,
kul3,pooled,5,100,0.5,pseudobulk_patient_t,2,400.0,400,0.0,97.0,387.0,0.2425,0.9675,3.6267446479121683,,,,,,,,,,,,
kul3,pooled,2,5,1.0,percentile,3,400.0,400,0.0,299.0,101.0,0.7475,0.2525,1.7626437499999996,,,,,,,,,,,,
kul3,pooled,2,5,1.0,studentised,3,400.0,400,0.0,297.0,103.0,0.7425,0.2575,2.055386968563943,,,,,,,,,,,,
kul3,pooled,2,5,1.0,bca,3,400.0,400,0.0,297.0,103.0,0.7425,0.2575,1.8905410490105163,,,,,,,,,,,,
kul3,pooled,2,5,1.0,welch_t,3,400.0,400,0.0,292.0,108.0,0.73,0.27,1.8347631462332274,,,,,,,,,,,,
kul3,pooled,2,5,1.0,patient_cluster,3,400.0,203,197.0,158.0,45.0,0.7783251231527094,0.22167487684729065,1.047747747747748,,,,,,,,,,,,
kul3,pooled,2,5,1.0,pseudobulk_patient_t,3,400.0,203,197.0,28.0,175.0,0.13793103448275862,0.8620689655172413,10.418488103739675,,,,,,,,,,,,
kul3,pooled,2,5,0.5,percentile,3,400.0,400,0.0,316.0,188.0,0.79,0.47,1.6575374999999986,,,,,,,,,,,,
kul3,pooled,2,5,0.5,studentised,3,400.0,400,0.0,313.0,152.0,0.7825,0.38,1.9115955384599355,,,,,,,,,,,,
kul3,pooled,2,5,0.5,bca,3,400.0,400,0.0,314.0,143.0,0.785,0.3575,1.7506865491765757,,,,,,,,,,,,
kul3,pooled,2,5,0.5,welch_t,3,400.0,400,0.0,311.0,234.0,0.7775,0.585,1.6999602157180562,,,,,,,,,,,,
kul3,pooled,2,5,0.5,patient_cluster,3,400.0,209,191.0,165.0,73.0,0.7894736842105263,0.3492822966507177,1.025796172230434,,,,,,,,,,,,
kul3,pooled,2,5,0.5,pseudobulk_patient_t,3,400.0,209,191.0,28.0,194.0,0.1339712918660287,0.9282296650717703,10.262274706878774,,,,,,,,,,,,
kul3,pooled,2,50,1.0,percentile,3,400.0,400,0.0,126.0,274.0,0.315,0.685,3.3456062499999994,,,,,,,,,,,,
kul3,pooled,2,50,1.0,studentised,3,400.0,400,0.0,128.0,272.0,0.32,0.68,4.080897292854765,,,,,,,,,,,,
kul3,pooled,2,50,1.0,bca,3,400.0,400,0.0,130.0,270.0,0.325,0.675,3.7832001711222207,,,,,,,,,,,,
kul3,pooled,2,50,1.0,welch_t,3,400.0,400,0.0,122.0,278.0,0.305,0.695,3.457647773476244,,,,,,,,,,,,
kul3,pooled,2,50,1.0,patient_cluster,3,400.0,262,138.0,120.0,142.0,0.4580152671755725,0.5419847328244275,2.2970686913185006,,,,,,,,,,,,
kul3,pooled,2,50,1.0,pseudobulk_patient_t,3,400.0,262,138.0,16.0,246.0,0.061068702290076333,0.9389312977099237,22.404303634180796,,,,,,,,,,,,
kul3,pooled,2,50,0.5,percentile,3,400.0,400,0.0,209.0,356.0,0.5225,0.89,2.2517,,,,,,,,,,,,
