estimator,target_population,reference,n_trial,n_valid,n_excluded,max_residual,equality_flagged,bias,rmse,ratio_median,ratio_q25,ratio_q75,estimate_median,reference_median
ols-stratum-dummies,variance-weighted,obs-trial,400,200,0,0.558153511535817,False,0.34189030266782977,0.3509521550526241,1.3476204592425312,1.2661986303329873,1.4346421323765262,1.3328695093760023,0.9817012806220952
ols-stratum-dummies,variance-weighted,obs-trial,800,200,0,0.5044489751026836,False,0.34225193840439405,0.34600381176062983,1.347951311353378,1.2938200949474905,1.4221206604110057,1.3163044328092537,0.9695347052500409
ols-stratum-dummies,variance-weighted,obs-trial,1600,200,0,0.44385893473188087,False,0.346265566437347,0.34806480600654677,1.3401262468496626,1.3051960074939373,1.3790622863378204,1.3685184178773833,1.020380908368395
unadjusted,none,obs-trial,50,199,1,5.4176232526848995,False,-3.420171562647337,3.476618868066142,-2.3183962074179747,-4.395763041859896,-1.2571686407177443,-2.489727675510098,0.9753889110616988
unadjusted,none,obs-trial,100,200,0,5.079053768626447,False,-3.4154414934405373,3.438052311106072,-2.1862235799367946,-3.534929240374949,-1.6973001786193385,-2.400269810774725,1.0323310766198515
unadjusted,none,obs-trial,200,200,0,4.230672236645346,False,-3.444941887733695,3.4576659605315836,-2.6859922604159108,-3.4712872749058623,-1.9587982256880645,-2.4743962573219376,0.9405664218894156
unadjusted,none,obs-trial,400,200,0,3.9950445332600353,False,-3.412875102540676,3.4193751611636745,-2.403259707948701,-3.0863876136150887,-2.037686588271292,-2.417917454029192,0.9817012806220952
unadjusted,none,obs-trial,800,200,0,3.8935684942756077,False,-3.4220213782910447,3.4251386886578508,-2.4752227746236306,-2.9455352434370705,-2.1566824312158572,-2.430960521173633,0.9695347052500409
unadjusted,none,obs-trial,1600,200,0,3.7083756997753965,False,-3.4499499639155733,3.4512624044361564,-2.3671183211360853,-2.640715227032916,-2.160450738758978,-2.423811437731138,1.020380908368395
ate-ipw,pooled,po-pooled,50,199,1,2.0449776746983344,False,-0.04223374900591967,0.6948210657704896,0.9751969896854967,0.7226476813853749,1.213092331429742,1.817951854619242,1.8592706206360656
ate-ipw,pooled,po-pooled,100,200,0,1.5064383215889596,False,0.04866043707218191,0.5083893903286839,1.0483556671795604,0.8481100460472747,1.1925906994997346,1.9301327397702854,1.843182377499698
ate-ipw,pooled,po-pooled,200,200,0,1.0820702405847262,False,0.002132862615930774,0.33329142922389804,1.009609967441229,0.8967394470327106,1.1207456772489732,1.8791000439128878,1.8598775755241084
ate-ipw,pooled,po-pooled,400,200,0,0.5913469346697071,False,0.00898658529252422,0.21996247619108522,1.0025726107374362,0.9173236046848803,1.0847980051194228,1.8666482257346946,1.8594263768212922
